Gene ID,Homologs,Symbol,NCBI Gene ID,HGNC,Description,Category,Score,Evidence,Notes
ENSG00000141385,ENSG00000141385 ENSDARG00000062272 ENSMUSG00000024527 ENSRNOG00000017965 SPBC543.09 YMR089C ,AFG3L2,10939,HGNC:315,AFG3-like AAA ATPase 2,Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID15253431_Sum: 2 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12865426_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 2 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 5 | MTS_Mean: 0.587175 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 1 | ,OMIM:604581
ENSG00000141437,ENSG00000141437 ENSDARG00000040463 ENSRNOG00000039278 ,SLC25A52,147407,HGNC:23324,"solute carrier family 25, member 52",Known mitochondrial,0.901466435,PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19700791_liver_0: 1 | PMID17000643_Sum: 1 | MS_Liver_Sum: 2 | MTS_Mean: 0.04035625 | compartments_knowledge_difference: 0.6 | ,OMIM:616153
ENSG00000141504,ENSG00000141504 ENSMUSG00000069835 ENSRNOG00000011714 ,SAT2,112483,HGNC:23160,spermidine/spermine N1-acetyltransferase family member 2,Known mitochondrial,0.08587211,PMID24708184_Sum: 4 | PMID26450961_Sum: 1 | MS_Brain_Sum: 2 | MTS_Mean: 0.07423125 | compartments_knowledge_difference: -1.8 | Comm_Mito_Ratio: 0.278 | ,Metabolic model
ENSG00000141682,ENSG00000141682 ENSMUSG00000024521 ENSRNOG00000018770 ,PMAIP1,5366,HGNC:9108,phorbol-12-myristate-13-acetate-induced protein 1,Known mitochondrial,0.933987264,MTS_Mean: 0.2188625 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 0.278 | ,OMIM:604959
ENSG00000141756,ENSG00000141756 ENSDARG00000045129 ENSMUSG00000001555 ENSRNOG00000015941 ,FKBP10,60681,HGNC:18169,"FK506 binding protein 10, 65 kDa",Known mitochondrial,0.191574633,PMID24708184_Sum: 3 | PMID16615898_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 1 | MTS_Mean: 0.19270625 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -1.2 | Comm_Mito_Ratio: 0.286 | ,APEX; PMID:25002142
ENSG00000142082,ENSG00000142082 ENSDARG00000035819 ENSMUSG00000025486 ENSRNOG00000013828 ,SIRT3,23410,HGNC:14931,sirtuin 3,Known mitochondrial,0.999999997,PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 13 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 4 | MTS_Mean: 0.591425 | compartments_knowledge_difference: 2 | Comm_Mito_Ratio: 0.545 | ,Characterised
ENSG00000142208,ENSG00000142208 ENSDARG00000099657 ENSMUSG00000001729 ENSRNOG00000028629 ,AKT1,207,HGNC:391,v-akt murine thymoma viral oncogene homolog 1,Known mitochondrial,0.106959652,PMID16615898_Sum: 1 | MS_Brain_Sum: 1 | MTS_Mean: 0.2183625 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -1.2 | ,Literature; PMID:23500391
ENSG00000142330,ENSG00000142330 ENSDARG00000076634 ENSMUSG00000026270 ENSRNOG00000045623 ,CAPN10,11132,HGNC:1477,calpain 10,Known mitochondrial,0.346796459,MTS_Mean: 0.14499375 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | ,Literature; PMID: 16790502
ENSG00000143149,ENSG00000143149 ENSDARG00000037061 ENSMUSG00000026687 ENSRNOG00000004027 ,ALDH9A1,223,HGNC:412,"aldehyde dehydrogenase 9 family, member A1",Known mitochondrial,0.99999561,PMID15253431_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 10 | PMID16615898_Sum: 3 | PMID21189371_mammary_gland_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 1 | MTS_Mean: 0.4624625 | hela_subcell_location_Mitochondrion: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: -2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.714 | ,Metabolic model; APEX; PMID:23371551
ENSG00000143158,ENSG00000143158 ENSDARG00000037679 ENSMUSG00000026568 ENSRNOG00000003150 SPAC24B11.09 YHR162W ,MPC2,25874,HGNC:24515,mitochondrial pyruvate carrier 2,Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID16615898_Sum: 4 | PMID17000643_Sum: 2 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 8 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 6 | MTS_Mean: 0.523825 | hela_subcell_location_Mitochondrion: 1 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 0.962 | ,Characterised; Metabolic model; 
ENSG00000143198,ENSG00000143198 ENSDARG00000102744 ENSMUSG00000026688 ENSRNOG00000004245 ,MGST3,4259,HGNC:7064,microsomal glutathione S-transferase 3,Known mitochondrial,0.996211031,PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 14 | PMID12210211_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 5 | MTS_Mean: 0.01518125 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: -1.8 | Comm_Mito_Ratio: 0.143 | ,APEX; PMID:25002142
ENSG00000143199,ENSG00000143199 ENSMUSG00000026567 ENSRNOG00000053410 ,ADCY10,55811,HGNC:21285,adenylate cyclase 10 (soluble),Known mitochondrial,0.194222599,MTS_Mean: 0.098725 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: -0.6 | Comm_Mito_Ratio: 0.244 | ,Literature; PMID: 12475901
ENSG00000143224,ENSG00000143224 ENSDARG00000102167 ENSMUSG00000062729 ENSRNOG00000003567 SPAC1F5.07c YER014W ,PPOX,5498,HGNC:9280,protoporphyrinogen oxidase,Known mitochondrial,1,PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 9 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Liver_Sum: 2 | MTS_Mean: 0.21895625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_Cytoplasm: 1 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 1.8 | Comm_Mito_Ratio: 0.556 | ,Metabolic model
ENSG00000143252,ENSG00000143252 ENSDARG00000038608 ENSMUSG00000058076 ENSRNOG00000003163 ,SDHC,6391,HGNC:10682,"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa",Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID15253431_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12210211_Sum: 1 | PMID16615898_Sum: 4 | PMID16674101_Sum: 3 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 4 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 8 | MTS_Mean: 0.95415625 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.957 | ,Characterised; Metabolic model; 
ENSG00000143314,ENSG00000143314 ENSDARG00000019222 ENSMUSG00000019710 ENSRNOG00000022234 ,MRPL24,79590,HGNC:14037,mitochondrial ribosomal protein L24,Known mitochondrial,0.999999996,PMID17519225_T_leukemia_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 13 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Heart_Sum: 2 | MTS_Mean: 0.48885625 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -0.2 | Comm_Mito_Ratio: 0.921 | ,Characterised
ENSG00000143374,ENSG00000143374 ENSDARG00000075385 ENSMUSG00000028107 ENSRNOG00000057194 ,TARS2,80222,HGNC:30740,"threonyl-tRNA synthetase 2, mitochondrial (putative)",Known mitochondrial,1,PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 13 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.52978125 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.6 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.439 | ,Characterised; APEX; PMID:23371551
ENSG00000143436,ENSG00000143436 ENSDARG00000063249 ENSMUSG00000028140 ENSRNOG00000020869 ,MRPL9,65005,HGNC:14277,mitochondrial ribosomal protein L9,Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID16615898_Sum: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 4 | MTS_Mean: 0.60924375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.6 | Comm_Mito_Ratio: 0.941 | ,Characterised; APEX; PMID:23371551
ENSG00000143575,ENSG00000143575 ENSDARG00000036764 ENSMUSG00000027944 ENSRNOG00000045647 ,HAX1,10456,HGNC:16915,HCLS1 associated protein X-1,Known mitochondrial,0.999999807,PMID14651853_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 14 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.0932875 | hela_subcell_location_Mitochondrion: 1 | Comm_Mito_Ratio: 0.769 | ,OMIM:605998
ENSG00000143774,ENSG00000143774 ENSDARG00000005776 ENSMUSG00000020444 ENSRNOG00000002928 ,GUK1,2987,HGNC:4693,guanylate kinase 1,Known mitochondrial,0.996452775,PMID17519225_T_leukemia_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 7 | MS_Brain_Sum: 4 | MTS_Mean: 0.27014375 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | Comm_Mito_Ratio: 0.421 | ,APEX; PMID:23371551
ENSG00000143799,ENSG00000143799 ENSDARG00000019529 ENSMUSG00000026496 ENSRNOG00000003084 ,PARP1,142,HGNC:270,poly (ADP-ribose) polymerase 1,Known mitochondrial,0.818322461,PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID24708184_Sum: 3 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Brain_Sum: 3 | MTS_Mean: 0.0668625 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -0.6 | Comm_Mito_Ratio: 0.375 | ,OMIM:173870
ENSG00000143811,ENSG00000143811 ENSMUSG00000026520 ENSRNOG00000003267 ,PYCR2,29920,HGNC:30262,"pyrroline-5-carboxylate reductase family, member 2",Known mitochondrial,0.999999999,PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 9 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 1 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MTS_Mean: 0.2098625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 2.6 | Comm_Mito_Ratio: 0.368 | ,Metabolic model; OMIM; OMIM:616406
ENSG00000144029,ENSG00000144029 ENSDARG00000062209 ENSMUSG00000027374 ENSRNOG00000015192 SPAC4G9.17c YBR251W ,MRPS5,64969,HGNC:14498,mitochondrial ribosomal protein S5,Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 11 | PMID15598749_T_leukemia_cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.4201875 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2 | Comm_Mito_Ratio: 1 | ,Characterised; APEX; PMID:23371551
ENSG00000144040,ENSG00000144040 ENSDARG00000026137 ENSMUSG00000033720 ENSRNOG00000037871 ,SFXN5,94097,HGNC:16073,sideroflexin 5,Known mitochondrial,0.999998544,PMID19700791_liver_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 8 | PMID12865426_liver_0: 1 | PMID16615898_Sum: 1 | PMID17000643_Sum: 1 | MS_Brain_Sum: 5 | MS_Liver_Sum: 4 | MS_Kidney_Sum: 1 | MTS_Mean: 0.16671875 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 2.4 | ,OMIM:615572
ENSG00000144182,ENSG00000144182 ENSDARG00000025233 ENSMUSG00000037216 ENSRNOG00000018464 SPBC17A3.09c YJL046W ,LIPT1,51601,HGNC:29569,lipoyltransferase 1,Known mitochondrial,0.999999396,PMID18348319_heart_0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 2 | MS_Placenta_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.56399375 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 1 | ,Characterised
ENSG00000144199,ENSG00000144199 ENSDARG00000103759 ,FAHD2B,151313,HGNC:25318,fumarylacetoacetate hydrolase domain containing 2B,Known mitochondrial,0.603605585,MTS_Mean: 0.21983125 | Comm_Mito_Ratio: 0.25 | ,APEX; PMID:23371551
ENSG00000144381,ENSG00000144381 ENSDARG00000056160 ENSMUSG00000025980 ENSRNOG00000014525 SPAC12G12.04 YLR259C ,HSPD1,3329,HGNC:5261,heat shock 60kDa protein 1 (chaperonin),Known mitochondrial,0.999999374,PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12601808_placenta_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID12865426_liver_0: 1 | PMID15501831_Sum: 1 | PMID15507458_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID16520066_articular_chondrocytes_0: 1 | PMID16615898_Sum: 6 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 5 | PMID17000643_Sum: 2 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 3 | MS_Brain_Sum: 9 | MS_Skeletal_Muscle_Sum: 3 | MS_Liver_Sum: 10 | MS_Kidney_Sum: 4 | MS_Heart_Sum: 8 | MTS_Mean: 0.9765375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.6 | ,Characterised
ENSG00000144559,ENSG00000144559 ENSDARG00000100157 ENSMUSG00000030316 ENSRNOG00000007874 SPBC1A4.06c YGR046W ,TAMM41,132001,HGNC:25187,"TAM41, mitochondrial translocator assembly and maintenance protein, homolog (S. cerevisiae)",Known mitochondrial,0.999999997,PMID14651853_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 11 | PMID15598749_T_leukemia_cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.288 | hela_subcell_location_Mitochondrion: 1 | HPA_Cytoplasm: 1 | YeastMitoEvidenceGFP: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 1.8 | ,Characterised; Metabolic model; 
ENSG00000144659,ENSG00000144659 ENSDARG00000074533 ENSMUSG00000032519 ENSRNOG00000018552 SPAC823.10c YDL119C ,SLC25A38,54977,HGNC:26054,"solute carrier family 25, member 38",Known mitochondrial,0.966821585,MTS_Mean: 0.0698625 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 1.8 | ,OMIM:610819
ENSG00000144741,ENSG00000144741 ENSDARG00000058208 ENSMUSG00000045100 ENSRNOG00000012831 YNL003C ,SLC25A26,0,HGNC:20661,"solute carrier family 25 (S-adenosylmethionine carrier), member 26",Known mitochondrial,0.999999453,PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 6 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 2 | MS_Liver_Sum: 1 | MTS_Mean: 0.0188625 | HPA_Mitochondria: 1 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 2 | ,Characterised
ENSG00000144827,ENSG00000144827 ENSDARG00000075627 ENSMUSG00000033157 ENSRNOG00000043107 ,ABHD10,55347,HGNC:25656,abhydrolase domain containing 10,Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 11 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 2 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 7 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.682375 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.8 | Cluh_Enrichment: 1 | ,Characterised
ENSG00000144908,ENSG00000144908 ENSDARG00000077004 ENSMUSG00000030088 ENSRNOG00000047023 ,ALDH1L1,10840,HGNC:3978,"aldehyde dehydrogenase 1 family, member L1",Known mitochondrial,0.922924605,PMID19700791_liver_0: 1 | PMID26450961_Sum: 7 | PMID11840540_liver_0: 1 | PMID16615898_Sum: 3 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Liver_Sum: 4 | MS_Kidney_Sum: 1 | MTS_Mean: 0.0828125 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -1.4 | Comm_Mito_Ratio: 0.786 | ,Metabolic model; APEX; PMID:23371551
ENSG00000145020,ENSG00000145020 ENSDARG00000010862 ENSMUSG00000032607 ENSRNOG00000050214 SPAC31G5.14 YDR019C ,AMT,275,HGNC:473,aminomethyltransferase,Known mitochondrial,0.999999999,PMID16415296_unknown_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 8 | PMID16615898_Sum: 3 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 3 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 2 | MTS_Mean: 0.92748125 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 1.8 | Comm_Mito_Ratio: 1 | ,Characterised; Metabolic model; 
ENSG00000145247,ENSG00000145247 ENSDARG00000052336 ENSMUSG00000029153 ENSRNOG00000002196 ,OCIAD2,132299,HGNC:28685,OCIA domain containing 2,Known mitochondrial,0.996593795,PMID14651853_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID26450961_Sum: 14 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.1153 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 0.2 | ,Literature; PMID: 24270855
ENSG00000145335,ENSG00000145335 ENSMUSG00000025889 ENSRNOG00000008656 ,SNCA,6622,HGNC:11138,"synuclein, alpha (non A4 component of amyloid precursor)",Known mitochondrial,0.258050455,PMID16615898_Sum: 1 | MS_Brain_Sum: 1 | MTS_Mean: 0.03200625 | compartments_knowledge_difference: -0.8 | Comm_Mito_Ratio: 0.52 | ,OMIM:163890
ENSG00000145337,ENSG00000145337 ENSDARG00000045773 ENSMUSG00000043162 ENSRNOG00000006858 ,PYURF,100996939,HGNC:44317,PIGY upstream reading frame,Known mitochondrial,0.991846298,PMID26450961_Sum: 11 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.92938125 | HPA_NonMitochondria: 1 | Comm_Mito_Ratio: 0.167 | ,Characterised
ENSG00000145375,ENSG00000145375 ENSDARG00000104869 ENSMUSG00000027722 ENSRNOG00000017462 SPBC56F2.07c YLR397C ,SPATA5,166378,HGNC:18119,spermatogenesis associated 5,Known mitochondrial,0.967801716,PMID26450961_Sum: 9 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MTS_Mean: 0.159725 | hela_subcell_location_NotMitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 0.15 | ,OMIM:613940; PMID: 10734318
