"Gene.ID"	"Symbol"	"Homologs"	"Description"	"Category"	"Score"	"Evidence"	"Notes"	"adipose.tissue"	"adrenal.gland"	"appendix"	"bone.marrow"	"breast"	"cerebral.cortex"	"cervix..uterine"	"colon"	"duodenum"	"endometrium"	"epididymis"	"esophagus"	"fallopian.tube"	"gallbladder"	"heart.muscle"	"kidney"	"liver"	"lung"	"lymph.node"	"ovary"	"pancreas"	"parathyroid.gland"	"placenta"	"prostate"	"rectum"	"salivary.gland"	"seminal.vesicle"	"skeletal.muscle"	"skin"	"small.intestine"	"smooth.muscle"	"spleen"	"stomach"	"testis"	"thyroid.gland"	"tonsil"	"urinary.bladder"	"OMIM_ID"	"Dis_description"	"DomRec"	"WashU"	"DisCol"	"DomCol"	"GO_enzyme"	"pLI"
"ENSG00000148672"	"GLUD1"	"ENSG00000148672 ENSDARG00000008816 ENSMUSG00000021794 ENSRNOG00000057367 SPCC622.12c YAL062W "	"glutamate dehydrogenase 1"	"Known mitochondrial"	0.999999246	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID11840540_liver_0: 1 | PMID12601808_placenta_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID12865426_liver_0: 1 | PMID15501831_Sum: 1 | PMID15507458_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID16615898_Sum: 6 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 4 | PMID17000643_Sum: 2 | PMID21189371_mammary_gland_0: 1 | PMID21672642_liver_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | PMID9638947_placenta_0: 1 | MS_Placenta_Sum: 4 | MS_Brain_Sum: 9 | MS_Skeletal_Muscle_Sum: 3 | MS_Liver_Sum: 12 | MS_Kidney_Sum: 4 | MS_Heart_Sum: 5 | MTS_Mean: 0.51759375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.714 | "	"Characterised; Metabolic model; "	85.3	129.1	68	19.8	132.6	278.6	79.5	70.4	91.2	82.3	39.3	87.3	83.5	92.3	53.3	278.5	457.5	93.2	54.4	96	15.2	60.3	91.4	197.1	75	21.1	80.6	16.8	86.8	109.5	84.5	70.8	55.2	45.7	124.7	61.1	81.1	"606762"	"Hyperinsulinism-hyperammonemia syndrome"	"D"	"MitoDis"	"black"	"blue"	"catalytic activity"	0.0139354648468801
"ENSG00000148730"	"EIF4EBP2"	"ENSG00000148730 ENSDARG00000031819 ENSMUSG00000020091 ENSRNOG00000055391 "	"eukaryotic translation initiation factor 4E binding protein 2"	"Predicted mitochondrial"	0.91003719	"MTS_Mean: 0.29084375 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | Comm_Mito_Ratio: 0.19 | "	""	74.1	37.5	33	19.6	38.1	35.6	43.9	42.8	42.8	40.8	20.4	36.7	41.2	38.6	28.6	61.1	26.8	45.3	31.5	44.3	5.8	45.8	64.3	40.9	45.6	12.2	48.2	16.6	43.1	54.6	41	38.1	27.3	35	40.1	28.8	40.1	NA	NA	NA	NA	"white"	"white"	NA	0.694677115504761
"ENSG00000148824"	"MTG1"	"ENSG00000148824 ENSDARG00000069386 ENSMUSG00000039018 ENSRNOG00000018860 "	"mitochondrial ribosome-associated GTPase 1"	"Known mitochondrial"	0.996859239	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 2 | MTS_Mean: 0.35425 | hela_subcell_location_Mitochondrion: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 0.071 | "	"Characterised; APEX; PMID:23371551"	10.4	17.3	17.2	7.3	14.7	11.8	15.2	13.8	19.1	16.1	3.3	13.2	21.7	12.5	6.6	15.7	11.7	12.9	17	15.8	2.8	18.6	15.7	17.2	12.1	6.8	14.3	4.2	14.5	17.9	14.4	17.2	14	29.4	18.5	13.2	12.5	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	0.0626719606528276
"ENSG00000148950"	"IMMP1L"	"ENSG00000148950 ENSDARG00000045935 ENSMUSG00000042670 ENSRNOG00000004829 SPBC2D10.07c YMR150C "	"inner mitochondrial membrane peptidase subunit 1"	"Known mitochondrial"	0.956662324	"PMID26450961_Sum: 1 | MTS_Mean: 0.201775 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.8 | "	"Characterised"	15.1	27.7	15	8.5	33.4	29.3	23.1	18.7	16.8	19.7	44.8	12.1	18.8	10.5	19.1	27.4	11.4	16.6	19.2	23.3	4.4	20.6	17.1	30.9	16.7	8.2	24.6	20.7	16	15.9	21.6	14.9	14.3	32.5	21.3	20.7	11	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	0.0207131651278836
"ENSG00000149124"	"GLYAT"	"ENSG00000149124 ENSMUSG00000063683 ENSRNOG00000012142 "	"glycine-N-acyltransferase"	"Known mitochondrial"	0.996687995	"PMID14651853_Sum: 2 | PMID16415296_unknown_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 4 | PMID16615898_Sum: 2 | PMID16615899_liver_0: 1 | PMID17000643_Sum: 1 | MS_Placenta_Sum: 1 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 3 | MTS_Mean: 0.1352 | compartments_knowledge_difference: 0.8 | Comm_Mito_Ratio: 0.889 | "	"OMIM:607424"	47.4	0.4	0.8	0.7	6.6	0.9	0.8	0.9	0.1	0.5	1.6	0.2	0.3	1.1	0.4	579.6	353.8	0.5	0.6	0.2	0	1	0.7	1.4	0.6	0.6	0.6	0.1	0.8	0.2	0.6	0.6	0.5	1.4	0.6	0.5	0.2	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	8.03824153928287e-05
"ENSG00000149273"	"RPS3"	"ENSG00000149273 ENSDARG00000103007 ENSMUSG00000030744 ENSRNOG00000017418 SPBC16G5.14c YNL178W "	"ribosomal protein S3"	"Known mitochondrial"	0.992001188	"PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID15501831_Sum: 1 | PMID16615898_Sum: 3 | PMID17000643_Sum: 1 | PMID26217684_brain_0: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.09225625 | hela_subcell_location_NotMitochondrion: 1 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -0.4 | Comm_Mito_Ratio: 0.787 | "	"Literature; PMID: 23911537"	648.5	805.6	1313.2	1280.4	2352.4	438	1686.1	1207.1	983.8	1608.9	848.2	1275.9	2027.9	873	326.8	502.3	311.1	952.3	1928.1	3526.1	242.8	302.8	1079.8	1033.2	1021.6	433.4	914.3	386.4	1201.2	1052.1	1084.3	1371.3	876.4	471.9	1071.9	1288.7	1077	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	0.957385985784031
"ENSG00000149428"	"HYOU1"	"ENSG00000149428 ENSDARG00000013670 ENSMUSG00000032115 ENSRNOG00000010944 "	"hypoxia up-regulated 1"	"Predicted mitochondrial"	0.97097714	"PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID15501831_Sum: 1 | PMID15507458_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 4 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.29526875 | hela_subcell_location_NotMitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -1.8 | Comm_Mito_Ratio: 0.579 | "	""	18.1	22	38.5	11.6	17.9	32.9	33.6	22.2	18.5	29.1	60.4	14.2	29.4	22.6	10.1	16.9	12.6	21.8	20.3	14.3	7.3	33	29.2	34.5	24.2	10.4	29.8	1.6	9.5	20.2	27.7	20.1	21.1	68.1	111.5	20	21.7	NA	NA	NA	NA	"white"	"white"	NA	0.9997793595111
"ENSG00000149485"	"FADS1"	"ENSG00000149485 ENSMUSG00000010663 ENSRNOG00000020480 "	"fatty acid desaturase 1"	"Known mitochondrial"	0.787421535	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID24708184_Sum: 3 | PMID26217684_brain_0: 1 | MS_Brain_Sum: 2 | MTS_Mean: 0.055625 | hela_subcell_location_NotMitochondrion: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 0.156 | "	"Literature; PMID: 22619218"	23.3	89.6	28	6	9.7	89	17.2	5.3	5.6	32	8.8	5.8	14.6	22.7	15.1	8.4	27.3	29.8	11.5	25.7	2	70.5	29.9	33.1	6	2.6	23	1.1	5	5	29.3	11.6	5.4	22.6	8.8	8.9	13.7	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	0.383801126989728
"ENSG00000149792"	"MRPL49"	"ENSG00000149792 ENSDARG00000075422 ENSMUSG00000007338 ENSRNOG00000020975 "	"mitochondrial ribosomal protein L49"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 3 | MTS_Mean: 0.91208125 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 1 | "	"Characterised; APEX; PMID:23371551"	22.4	83.8	27.8	16.9	44.5	30.1	41.7	33.6	28.5	42.7	49	39.5	67.7	33.7	21	57.8	21.9	42.3	35.7	52.9	5.1	50	38.9	60.4	39.3	12.7	54.9	9.6	31.1	27.5	44.4	32.2	22.5	34.2	77.2	42.2	37	NA	NA	NA	NA	"white"	"white"	NA	0.0423029188906129
"ENSG00000150756"	"FAM173B"	"ENSG00000150756 ENSDARG00000033451 ENSMUSG00000039065 ENSRNOG00000022347 "	"family with sequence similarity 173, member B"	"Predicted mitochondrial"	0.820665835	"PMID26450961_Sum: 1 | MS_Placenta_Sum: 1 | MTS_Mean: 0.02910625 | hela_subcell_location_Mitochondrion: 1 | "	""	10.8	14.7	8.5	2.3	9.9	11.7	10.1	9	7.3	13.6	12.9	7.8	13	14.1	5.5	11.3	6.1	9	10.4	9	1	25.7	7.1	17	12.1	3.6	14.2	2.6	8.1	7.4	13.1	7.4	6.8	11.6	18.7	7.9	13	NA	NA	NA	NA	"white"	"white"	NA	2.44499722250718e-07
"ENSG00000150768"	"DLAT"	"ENSG00000150768 ENSDARG00000015918 ENSMUSG00000000168 ENSRNOG00000009994 SPCC794.07 YNL071W "	"dihydrolipoamide S-acetyltransferase"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID11840540_liver_0: 1 | PMID15501831_Sum: 1 | PMID15507458_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 5 | PMID17000643_Sum: 1 | PMID21189371_mammary_gland_0: 1 | PMID21672642_liver_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 8 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 7 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 7 | MTS_Mean: 0.8611125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 3 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 1 | "	"Characterised; Metabolic model; "	21.2	17.4	15.1	4.4	12.7	19.1	12	17.6	16.6	12	13	14.1	15.5	9.4	30.5	25.1	5.5	12.8	14.3	8.5	1.2	31.8	13.4	16	19.1	6	14.2	21	9.2	14.2	12.1	11.1	9.6	14.4	22.8	11.3	9.6	"245348"	"Pyruvate dehydrogenase E2 deficiency"	"R"	"MitoDis"	"black"	"green"	"catalytic activity"	6.67603193149511e-06
"ENSG00000150779"	"TIMM8B"	"ENSG00000150779 ENSDARG00000055708 ENSMUSG00000039016 ENSRNOG00000009888 SPAC13G6.04 YJR135W-A "	"translocase of inner mitochondrial membrane 8 homolog B (yeast)"	"Known mitochondrial"	0.999999703	"PMID14651853_Sum: 2 | PMID16415296_unknown_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 13 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 1 | MTS_Mean: 0.0195125 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 0.6 | Comm_Mito_Ratio: 0.938 | "	"Characterised"	29.8	39.5	30.9	20.6	32.4	29.5	24.7	27.2	18.5	17.1	29.3	24.1	18.8	13.5	35.8	22.2	21.5	18.2	23.2	12.5	3	18	24.1	23.7	25.7	7	24.2	35.3	17.9	17.8	27.7	23	18.3	28.6	16.1	20.6	17.6	NA	NA	NA	NA	"white"	"white"	NA	0.226807933085792
"ENSG00000150787"	"PTS"	"ENSG00000150787 ENSDARG00000045269 ENSMUSG00000032067 ENSRNOG00000009250 "	"6-pyruvoyltetrahydropterin synthase"	"Predicted mitochondrial"	0.997094399	"MTS_Mean: 0.75194375 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2.2 | Comm_Mito_Ratio: 0.167 | "	""	11.5	67.2	14.6	14	26.1	14.7	22.6	20.4	17.5	23.3	36.1	17.9	19.9	35.9	2.9	35.4	28.4	11.3	13.1	7.2	3.9	28.4	27.4	36.2	24.5	7.5	22.9	7.1	21.6	19.3	19.1	8.8	28.3	20.4	41.8	12	18.1	"261640"	"Hyperphenylalaninemia, BH4-deficient, A"	"R"	NA	"black"	"green"	"catalytic activity"	0.00115618802233995
"ENSG00000151093"	"OXSM"	"ENSG00000151093 ENSDARG00000098855 ENSMUSG00000021786 ENSRNOG00000005993 "	"3-oxoacyl-ACP synthase, mitochondrial"	"Known mitochondrial"	1	"PMID14651853_Sum: 1 | PMID16415296_unknown_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 7 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID16615898_Sum: 2 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 1 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.62709375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.4 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.88 | "	"Characterised"	6.6	9.9	7.5	2.5	11.2	6.2	7.2	11	9.6	7.6	16.6	7.8	10.8	6	8.2	14	11	7.3	9	6	1.5	11.4	8.3	9.4	13.6	4.5	8.2	5	9.1	8.5	7.5	8.3	7.5	17.3	14.2	8.3	8	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	0.00330641693750777
"ENSG00000151148"	"UBE3B"	"ENSG00000151148 ENSDARG00000061960 ENSMUSG00000029577 ENSRNOG00000047219 "	"ubiquitin protein ligase E3B"	"Predicted mitochondrial"	0.845108359	"PMID17705834_embryonic_stem_cell_line_0: 1 | MTS_Mean: 0.21450625 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | Comm_Mito_Ratio: 0.056 | "	""	14.5	15.3	14.7	5.9	16.2	20.8	17.6	15.6	13.3	20.8	16	18	26.2	19	16.9	17.9	6.2	20.5	14.8	18.5	2.5	33.4	18.8	23	20.2	6.2	19.6	11.8	22.8	15.1	21.2	16.6	12.7	24.2	30.4	13	15.3	"244450"	"Kaufman oculocerebrofacial syndrome"	"R"	NA	"black"	"green"	"catalytic activity"	0.00938770579237683
"ENSG00000151366"	"NDUFC2"	"ENSG00000151366 ENSDARG00000102115 ENSMUSG00000030647 ENSRNOG00000012383 "	"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2, 14.5kDa"	"Known mitochondrial"	0.999999998	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12210211_Sum: 1 | PMID12865426_liver_0: 1 | PMID16615898_Sum: 5 | PMID16615899_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 7 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 7 | MTS_Mean: 0.10580625 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 2 | Comm_Mito_Ratio: 1 | "	"Characterised; Metabolic model; "	228.6	318.1	121.9	83.8	118.1	222	109.6	149.9	235.8	147.3	86.7	161	195.2	176.9	136.4	137.9	132.3	114.3	132.5	112	36.4	133.8	113.8	137.3	77.7	128.6	135.9	171.9	122.5	227.9	98.2	111.8	124.8	133.1	369.3	64.8	140.1	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	0.625235914208963
"ENSG00000151376"	"ME3"	"ENSG00000151376 ENSDARG00000002305 ENSMUSG00000030621 ENSRNOG00000017311 "	"malic enzyme 3, NADP(+)-dependent, mitochondrial"	"Known mitochondrial"	0.999999989	"PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 13 | PMID16615898_Sum: 2 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.7242375 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.833 | "	"Characterised; Metabolic model; "	17.7	17.6	6.6	3.5	12.5	22.1	23.8	13	6.9	22.3	6.2	4.3	12.4	16.9	12.9	11.3	1.3	10.4	4.4	22.7	3.1	39	6.3	16.2	14.4	5.3	11.6	7.3	2	6.9	19.9	9.1	17.5	14.8	6.3	2.1	11	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	1.1418824476976e-05
"ENSG00000151413"	"NUBPL"	"ENSG00000151413 ENSDARG00000054821 ENSMUSG00000035142 ENSRNOG00000027444 "	"nucleotide binding protein-like"	"Known mitochondrial"	0.999999999	"PMID15253431_Sum: 2 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 6 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 2 | MS_Skeletal_Muscle_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.76473125 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.235 | "	"OMIM:613621"	10.7	8.6	5.5	1.5	30.3	9.5	7.8	7.9	6	10.1	7.1	5.3	10.3	9.2	11.9	12.7	6.4	6.4	6.9	8.7	1.1	16.5	8.1	10.8	9.1	5.2	8.7	4.2	6.2	6.9	8.8	9.5	4.7	7.8	13.6	5.2	5.9	"252010"	"Mitchondrial complex I deficiency"	"R"	"MitoDis"	"black"	"green"	NA	0.00200988228068456
"ENSG00000151475"	"SLC25A31"	"ENSG00000151475 ENSMUSG00000069041 ENSRNOG00000038398 "	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31"	"Known mitochondrial"	0.996491031	"PMID12592411_heart_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID26450961_Sum: 14 | PMID15501831_Sum: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.057225 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 0.929 | "	"OMIM:610796"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.9	0	0	0	NA	NA	NA	NA	"white"	"white"	NA	3.01905109757447e-06
"ENSG00000151498"	"ACAD8"	"ENSG00000151498 ENSDARG00000042658 ENSMUSG00000031969 ENSRNOG00000048164 "	"acyl-CoA dehydrogenase family, member 8"	"Known mitochondrial"	0.99999999	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID16615898_Sum: 2 | PMID16615899_liver_0: 1 | PMID21189371_mammary_gland_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 3 | MTS_Mean: 0.8462125 | compartments_knowledge_difference: 1 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.923 | "	"Characterised"	11.4	13.5	4.4	3.8	11.7	14.3	10.5	11.2	11	7.9	15.1	9.1	14.2	7.6	17.2	31.2	12	11	5.1	8	2.4	16.3	6.3	25	11.1	5.1	1.3	10.8	11.6	8.1	11.1	7.4	8.8	10.4	43.1	7.4	12.9	"611283"	"Isobutyryl-CoA dehydrogenase deficiency"	"R"	"MitoDis"	"black"	"green"	"catalytic activity"	1.16610074814559e-05
"ENSG00000151552"	"QDPR"	"ENSG00000151552 ENSDARG00000090822 ENSMUSG00000015806 ENSRNOG00000003253 "	"quinoid dihydropteridine reductase"	"Known mitochondrial"	0.999998808	"PMID16415296_unknown_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 1 | PMID16615898_Sum: 4 | PMID26217684_brain_0: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.57705 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: -1.0 | Comm_Mito_Ratio: 0.286 | "	"Metabolic model; APEX; PMID:23371551"	70.2	87.5	13	8.3	23.6	226.9	20.9	20.5	25	22.9	37.8	14.7	25.9	25.8	27.3	100.2	90.4	32	12.3	20.3	5.7	54.7	15.5	40.1	16.9	14.9	25.2	35.9	14.6	24.9	23.7	18.8	23.3	20.7	33.4	11.4	14.4	"261630"	"Hyperphenylalaninemia, BH4-deficient, C"	"R"	NA	"black"	"green"	"catalytic activity"	0.0658164274641498
"ENSG00000151576"	"QTRTD1"	"ENSG00000151576 ENSDARG00000016093 ENSMUSG00000022704 ENSRNOG00000060729 "	"queuine tRNA-ribosyltransferase domain containing 1"	"Known mitochondrial"	0.996420079	"MTS_Mean: 0.1151625 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.8 | Comm_Mito_Ratio: 0.429 | "	"Literature; PMID:19414587"	8.1	8.2	13	7.1	12.4	6.3	11.2	8.5	8	14	8	7.8	12.1	8.4	2.3	8.1	3.7	12.9	14.1	9.8	1.4	11.7	12.1	10.7	10	2.6	8.3	1.3	9.7	8.6	10.9	16.6	6.4	13.3	14.9	11.1	8.6	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	2.19116828365188e-05
"ENSG00000151611"	"MMAA"	"ENSG00000151611 ENSDARG00000060383 ENSMUSG00000037022 ENSRNOG00000011618 "	"methylmalonic aciduria (cobalamin deficiency) cblA type"	"Known mitochondrial"	0.999993405	"PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | MS_Liver_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.74418125 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: 0.6 | Comm_Mito_Ratio: 0.917 | "	"Characterised"	4.5	4.5	5.1	1.4	6.3	4.3	5	6.2	8	4.7	5.9	4.8	5.5	6.7	2.4	8	12.3	5.7	4.2	3.7	0.4	5	4.3	3.9	7.1	1.7	4.2	1.6	4.9	7.5	4.5	5.5	4	7.8	7.5	3.8	4.3	"251100"	"Methylmalonic aciduria, vitamin B12-responsive"	"R"	"MitoDis"	"black"	"green"	"catalytic activity"	0.00318180827221776
