Protein	Gene.ID	Gene	Status	CAFA
2833	P46781	ENSG00000170889	RPS9	Predicted mitochondrial	Da
2834	P47900	ENSG00000169860	P2RY1	Known mitochondrial	Da
2835	P47985	ENSG00000169021	UQCRFS1	Known mitochondrial	Da
2836	P48047	ENSG00000241837	ATP5O	Known mitochondrial	Da
2837	P48048	ENSG00000151704	KCNJ1	Known mitochondrial	Da
2838	P48048	ENSG00000151704	KCNJ1	Known mitochondrial	Da
2839	P48048	ENSG00000151704	KCNJ1	Known mitochondrial	Da
2840	P48201	ENSG00000154518	ATP5G3	Known mitochondrial	Da
2841	P48449	ENSG00000160285	LSS	Predicted mitochondrial	Da
2842	P48449	ENSG00000160285	LSS	Predicted mitochondrial	Da
2843	P48449	ENSG00000160285	LSS	Predicted mitochondrial	Da
2844	P48728	ENSG00000145020	AMT	Known mitochondrial	Da
2845	P48728	ENSG00000145020	AMT	Known mitochondrial	Da
2846	P48728	ENSG00000145020	AMT	Known mitochondrial	Da
2847	P48728	ENSG00000145020	AMT	Known mitochondrial	Da
2848	P48735	ENSG00000182054	IDH2	Known mitochondrial	Da
2849	P48735	ENSG00000182054	IDH2	Known mitochondrial	Da
2850	P49189	ENSG00000143149	ALDH9A1	Known mitochondrial	Da
2851	P49189	ENSG00000143149	ALDH9A1	Known mitochondrial	Da
2852	P49207	ENSG00000109475	RPL34	Predicted mitochondrial	Da
2853	P49247	ENSG00000153574	RPIA	Known mitochondrial	Da
2854	P49257	ENSG00000074695	LMAN1	Predicted mitochondrial	Da
2855	P49281	ENSG00000110911	SLC11A2	Known mitochondrial	Da
2856	P49281	ENSG00000110911	SLC11A2	Known mitochondrial	Da
2857	P49281	ENSG00000110911	SLC11A2	Known mitochondrial	Da
2858	P49281	ENSG00000110911	SLC11A2	Known mitochondrial	Da
2859	P49281	ENSG00000110911	SLC11A2	Known mitochondrial	Da
2860	P49406	ENSG00000115364	MRPL19	Known mitochondrial	Da
2861	P49411	ENSG00000178952	TUFM	Known mitochondrial	Da
2862	P49419	ENSG00000164904	ALDH7A1	Known mitochondrial	Da
2863	P49419	ENSG00000164904	ALDH7A1	Known mitochondrial	Da
2864	P49419	ENSG00000164904	ALDH7A1	Known mitochondrial	Da
2865	P49448	ENSG00000182890	GLUD2	Known mitochondrial	Da
2866	P49590	ENSG00000112855	HARS2	Known mitochondrial	Da
2867	P49590	ENSG00000112855	HARS2	Known mitochondrial	Da
2868	P49675	ENSG00000147465	STAR	Known mitochondrial	Da
2869	P49720	ENSG00000277791	PSMB3	Predicted mitochondrial	Da
2870	P49748	ENSG00000072778	ACADVL	Known mitochondrial	Da
2871	P49748	ENSG00000072778	ACADVL	Known mitochondrial	Da
2872	P49748	ENSG00000072778	ACADVL	Known mitochondrial	Da
2873	P49753	ENSG00000119673	ACOT2	Known mitochondrial	Da
2874	P49753	ENSG00000119673	ACOT2	Known mitochondrial	Da
2875	P49768	ENSG00000080815	PSEN1	Known mitochondrial	Da
2876	P49768	ENSG00000080815	PSEN1	Known mitochondrial	Da
2877	P49768	ENSG00000080815	PSEN1	Known mitochondrial	Da
2878	P49768	ENSG00000080815	PSEN1	Known mitochondrial	Da
2879	P49768	ENSG00000080815	PSEN1	Known mitochondrial	Da
2880	P49768	ENSG00000080815	PSEN1	Known mitochondrial	Da
2881	P49768	ENSG00000080815	PSEN1	Known mitochondrial	Da
2882	P49789	ENSG00000189283	FHIT	Predicted mitochondrial	Da
2883	P49821	ENSG00000167792	NDUFV1	Known mitochondrial	Da
2884	P49821	ENSG00000167792	NDUFV1	Known mitochondrial	Da
2886	P49914	ENSG00000136371	MTHFS	Known mitochondrial	Da
2887	P49914	ENSG00000136371	MTHFS	Known mitochondrial	Da
2888	P49916	ENSG00000005156	LIG3	Known mitochondrial	Da
2889	P49916	ENSG00000005156	LIG3	Known mitochondrial	Da
2890	P49916	ENSG00000005156	LIG3	Known mitochondrial	Da
2891	P49916	ENSG00000005156	LIG3	Known mitochondrial	Da
2892	P50213	ENSG00000166411	IDH3A	Known mitochondrial	Da
2893	P50213	ENSG00000166411	IDH3A	Known mitochondrial	Da
2894	P50336	ENSG00000143224	PPOX	Known mitochondrial	Da
2895	P50416	ENSG00000110090	CPT1A	Known mitochondrial	Da
2896	P50416	ENSG00000110090	CPT1A	Known mitochondrial	Da
2897	P50440	ENSG00000171766	GATM	Known mitochondrial	Da
2898	P50440	ENSG00000171766	GATM	Known mitochondrial	Da
2899	P50440	ENSG00000171766	GATM	Known mitochondrial	Da
2900	P50583	ENSG00000164978	NUDT2	Predicted mitochondrial	Da
2901	P51398	ENSG00000132676	DAP3	Known mitochondrial	Da
2902	P51398	ENSG00000132676	DAP3	Known mitochondrial	Da
2903	P51398	ENSG00000132676	DAP3	Known mitochondrial	Da
2904	P51530	ENSG00000138346	DNA2	Known mitochondrial	Da
2905	P51530	ENSG00000138346	DNA2	Known mitochondrial	Da
2906	P51530	ENSG00000138346	DNA2	Known mitochondrial	Da
2907	P51530	ENSG00000138346	DNA2	Known mitochondrial	Da
2908	P51553	ENSG00000067829	IDH3G	Known mitochondrial	Da
2909	P51553	ENSG00000067829	IDH3G	Known mitochondrial	Da
2910	P51648	ENSG00000072210	ALDH3A2	Known mitochondrial	Da
2911	P51648	ENSG00000072210	ALDH3A2	Known mitochondrial	Da
2912	P51649	ENSG00000112294	ALDH5A1	Known mitochondrial	Da
2913	P51649	ENSG00000112294	ALDH5A1	Known mitochondrial	Da
2914	P51687	ENSG00000139531	SUOX	Known mitochondrial	Da
2915	P51970	ENSG00000119421	NDUFA8	Known mitochondrial	Da
2916	P52758	ENSG00000132541	RIDA	Known mitochondrial	Da
2917	P52789	ENSG00000159399	HK2	Predicted mitochondrial	Da
2919	P52815	ENSG00000262814	MRPL12	Known mitochondrial	Da
2920	P53007	ENSG00000100075	SLC25A1	Known mitochondrial	Da
2923	P53396	ENSG00000131473	ACLY	Known mitochondrial	Da
2924	P53396	ENSG00000131473	ACLY	Known mitochondrial	Da
2925	P53396	ENSG00000131473	ACLY	Known mitochondrial	Da
2926	P53597	ENSG00000163541	SUCLG1	Known mitochondrial	Da
2927	P53701	ENSG00000004961	HCCS	Known mitochondrial	Da
2928	P53778	ENSG00000188130	MAPK12	Known mitochondrial	Da
2929	P53778	ENSG00000188130	MAPK12	Known mitochondrial	Da
2930	P54098	ENSG00000140521	POLG	Known mitochondrial	Da
2931	P54296	ENSG00000036448	MYOM2	Predicted mitochondrial	Da
2932	P54687	ENSG00000060982	BCAT1	Predicted mitochondrial	Da
2933	P54687	ENSG00000060982	BCAT1	Predicted mitochondrial	Da
2934	P54687	ENSG00000060982	BCAT1	Predicted mitochondrial	Da
2935	P54687	ENSG00000060982	BCAT1	Predicted mitochondrial	Da
2936	P54687	ENSG00000060982	BCAT1	Predicted mitochondrial	Da
2937	P54819	ENSG00000004455	AK2	Known mitochondrial	Da
2938	P54819	ENSG00000004455	AK2	Known mitochondrial	Da
2939	P54819	ENSG00000004455	AK2	Known mitochondrial	Da
2940	P54819	ENSG00000004455	AK2	Known mitochondrial	Da
2941	P54819	ENSG00000004455	AK2	Known mitochondrial	Da
2942	P54819	ENSG00000004455	AK2	Known mitochondrial	Da
2943	P54868	ENSG00000134240	HMGCS2	Known mitochondrial	Da
2944	P54868	ENSG00000134240	HMGCS2	Known mitochondrial	Da
2945	P54868	ENSG00000134240	HMGCS2	Known mitochondrial	Da
2946	P54886	ENSG00000059573	ALDH18A1	Known mitochondrial	Da
2947	P54886	ENSG00000059573	ALDH18A1	Known mitochondrial	Da
2948	P55061	ENSG00000139644	TMBIM6	Predicted mitochondrial	Da
2949	P55061	ENSG00000139644	TMBIM6	Predicted mitochondrial	Da
2950	P55084	ENSG00000138029	HADHB	Known mitochondrial	Da
2951	P55084	ENSG00000138029	HADHB	Known mitochondrial	Da
2952	P55789	ENSG00000127554	GFER	Known mitochondrial	Da
2953	P55789	ENSG00000127554	GFER	Known mitochondrial	Da
2954	P55809	ENSG00000083720	OXCT1	Known mitochondrial	Da
2955	P55809	ENSG00000083720	OXCT1	Known mitochondrial	Da
2956	P55851	ENSG00000175567	UCP2	Known mitochondrial	Da
2957	P55916	ENSG00000175564	UCP3	Known mitochondrial	Da
2958	P55916	ENSG00000175564	UCP3	Known mitochondrial	Da
2959	P55916	ENSG00000175564	UCP3	Known mitochondrial	Da
2960	P56134	ENSG00000241468	ATP5J2	Known mitochondrial	Da
2961	P56134	ENSG00000241468	ATP5J2	Known mitochondrial	Da
2962	P56134	ENSG00000241468	ATP5J2	Known mitochondrial	Da
2963	P56134	ENSG00000241468	ATP5J2	Known mitochondrial	Da
2964	P56181	ENSG00000160194	NDUFV3	Known mitochondrial	Da
2965	P56181	ENSG00000160194	NDUFV3	Known mitochondrial	Da
2966	P56277	ENSG00000182712	CMC4	Predicted mitochondrial	Da
2970	P56381	ENSG00000124172	ATP5E	Known mitochondrial	Da
2971	P56385	ENSG00000169020	ATP5I	Known mitochondrial	Da
2972	P56556	ENSG00000184983	NDUFA6	Known mitochondrial	Da
2973	P56962	ENSG00000136874	STX17	Known mitochondrial	Da
2974	P57103	ENSG00000100678	SLC8A3	Known mitochondrial	Da
2975	P57103	ENSG00000100678	SLC8A3	Known mitochondrial	Da
2976	P57103	ENSG00000100678	SLC8A3	Known mitochondrial	Da
2977	P57103	ENSG00000100678	SLC8A3	Known mitochondrial	Da
2978	P57103	ENSG00000100678	SLC8A3	Known mitochondrial	Da
2979	P57103	ENSG00000100678	SLC8A3	Known mitochondrial	Da
2980	P57103	ENSG00000100678	SLC8A3	Known mitochondrial	Da
2981	P57105	ENSG00000213463	SYNJ2BP	Known mitochondrial	Da
2982	P58557	ENSG00000182362	YBEY	Known mitochondrial	Da
2983	P58557	ENSG00000182362	YBEY	Known mitochondrial	Da
2984	P58557	ENSG00000182362	YBEY	Known mitochondrial	Da
2985	P58557	ENSG00000182362	YBEY	Known mitochondrial	Da
2986	P59103	ENSG00000182346	DAOA	Known mitochondrial	Da
2987	P59103	ENSG00000182346	DAOA	Known mitochondrial	Da
2988	P59103	ENSG00000182346	DAOA	Known mitochondrial	Da
2989	P59103	ENSG00000182346	DAOA	Known mitochondrial	Da
2991	P60174	ENSG00000111669	TPI1	Predicted mitochondrial	Da
2992	P60174	ENSG00000111669	TPI1	Predicted mitochondrial	Da
2993	P60174	ENSG00000111669	TPI1	Predicted mitochondrial	Da
2994	P60602	ENSG00000125995	ROMO1	Known mitochondrial	Da
2995	P60602	ENSG00000125995	ROMO1	Known mitochondrial	Da
2996	P60709	ENSG00000075624	ACTB	Known mitochondrial	Da
2998	P61088	ENSG00000177889	UBE2N	Predicted mitochondrial	Da
2999	P61221	ENSG00000164163	ABCE1	Predicted mitochondrial	Da
3000	P61313	ENSG00000174748	RPL15	Predicted mitochondrial	Da
3001	P61313	ENSG00000174748	RPL15	Predicted mitochondrial	Da
3002	P61586	ENSG00000067560	RHOA	Predicted mitochondrial	Da
3003	P61604	ENSG00000115541	HSPE1	Known mitochondrial	Da
3004	P61978	ENSG00000165119	HNRNPK	Known mitochondrial	Da
3005	P61978	ENSG00000165119	HNRNPK	Known mitochondrial	Da
3006	P61978	ENSG00000165119	HNRNPK	Known mitochondrial	Da
3007	P62072	ENSG00000134809	TIMM10	Known mitochondrial	Da
3008	P62241	ENSG00000142937	RPS8	Predicted mitochondrial	Da
3009	P62244	ENSG00000134419	RPS15A	Predicted mitochondrial	Da
3012	P62258	ENSG00000108953	YWHAE	Predicted mitochondrial	Da
3013	P62258	ENSG00000108953	YWHAE	Predicted mitochondrial	Da
3014	P62263	ENSG00000164587	RPS14	Predicted mitochondrial	Da
3015	P62269	ENSG00000231500	RPS18	Predicted mitochondrial	Da
3016	P62888	ENSG00000156482	RPL30	Predicted mitochondrial	Da
3017	P62906	ENSG00000198755	RPL10A	Predicted mitochondrial	Da
3018	P62917	ENSG00000161016	RPL8	Predicted mitochondrial	Da
3019	P63010	ENSG00000006125	AP2B1	Predicted mitochondrial	Da
3020	P63010	ENSG00000006125	AP2B1	Predicted mitochondrial	Da
3021	P63010	ENSG00000006125	AP2B1	Predicted mitochondrial	Da
3022	P63104	ENSG00000164924	YWHAZ	Predicted mitochondrial	Da
3023	P63104	ENSG00000164924	YWHAZ	Predicted mitochondrial	Da
3024	P63218	ENSG00000174021	GNG5	Predicted mitochondrial	Da
3025	P63244	ENSG00000204628	RACK1	Predicted mitochondrial	Da
3026	P78537	ENSG00000135441	BLOC1S1	Known mitochondrial	Da
3027	P78537	ENSG00000135441	BLOC1S1	Known mitochondrial	Da
3028	P78540	ENSG00000081181	ARG2	Known mitochondrial	Da
3029	P78549	ENSG00000065057	NTHL1	Predicted mitochondrial	Da
3030	P78549	ENSG00000065057	NTHL1	Predicted mitochondrial	Da
3031	P78549	ENSG00000065057	NTHL1	Predicted mitochondrial	Da
3032	P80404	ENSG00000183044	ABAT	Known mitochondrial	Da
3033	P82650	ENSG00000175110	MRPS22	Known mitochondrial	Da
3034	P82650	ENSG00000175110	MRPS22	Known mitochondrial	Da
3035	P82663	ENSG00000131368	MRPS25	Known mitochondrial	Da
3036	P82663	ENSG00000131368	MRPS25	Known mitochondrial	Da
3037	P82663	ENSG00000131368	MRPS25	Known mitochondrial	Da
3038	P82664	ENSG00000048544	MRPS10	Known mitochondrial	Da
3039	P82673	ENSG00000061794	MRPS35	Known mitochondrial	Da
3040	P82673	ENSG00000061794	MRPS35	Known mitochondrial	Da
3041	P82675	ENSG00000144029	MRPS5	Known mitochondrial	Da
3042	P82675	ENSG00000144029	MRPS5	Known mitochondrial	Da
3043	P82909	ENSG00000134056	MRPS36	Known mitochondrial	Da
3044	P82912	ENSG00000181991	MRPS11	Known mitochondrial	Da
3045	P82912	ENSG00000181991	MRPS11	Known mitochondrial	Da
3046	P82912	ENSG00000181991	MRPS11	Known mitochondrial	Da
3047	P82914	ENSG00000116898	MRPS15	Known mitochondrial	Da
3048	P82930	ENSG00000074071	MRPS34	Known mitochondrial	Da
3049	P82932	ENSG00000243927	MRPS6	Known mitochondrial	Da
3050	P82933	ENSG00000135972	MRPS9	Known mitochondrial	Da
3051	P83111	ENSG00000103642	LACTB	Known mitochondrial	Da
3052	P83111	ENSG00000103642	LACTB	Known mitochondrial	Da
3053	P99999	ENSG00000172115	CYCS	Known mitochondrial	Da
3054	Q00059	ENSG00000108064	TFAM	Known mitochondrial	Da
3055	Q00059	ENSG00000108064	TFAM	Known mitochondrial	Da
3056	Q00325	ENSG00000075415	SLC25A3	Known mitochondrial	Da
3057	Q00325	ENSG00000075415	SLC25A3	Known mitochondrial	Da
3058	Q00610	ENSG00000141367	CLTC	Predicted mitochondrial	Da
3059	Q00610	ENSG00000141367	CLTC	Predicted mitochondrial	Da
3063	Q01433	ENSG00000116337	AMPD2	Predicted mitochondrial	Da
3064	Q01433	ENSG00000116337	AMPD2	Predicted mitochondrial	Da
3065	Q01433	ENSG00000116337	AMPD2	Predicted mitochondrial	Da
3066	Q01433	ENSG00000116337	AMPD2	Predicted mitochondrial	Da
3067	Q01433	ENSG00000116337	AMPD2	Predicted mitochondrial	Da
3068	Q02127	ENSG00000102967	DHODH	Known mitochondrial	Da
3069	Q02156	ENSG00000171132	PRKCE	Known mitochondrial	Da
3070	Q02218	ENSG00000105953	OGDH	Known mitochondrial	Da
3071	Q02218	ENSG00000105953	OGDH	Known mitochondrial	Da
3072	Q02218	ENSG00000105953	OGDH	Known mitochondrial	Da
3074	Q02252	ENSG00000119711	ALDH6A1	Known mitochondrial	Da
3075	Q02252	ENSG00000119711	ALDH6A1	Known mitochondrial	Da
3076	Q02318	ENSG00000135929	CYP27A1	Known mitochondrial	Da
3077	Q02338	ENSG00000161267	BDH1	Known mitochondrial	Da
3078	Q02543	ENSG00000105640	RPL18A	Predicted mitochondrial	Da
3079	Q02790	ENSG00000004478	FKBP4	Known mitochondrial	Da
3080	Q02878	ENSG00000089009	RPL6	Predicted mitochondrial	Da
3081	Q02978	ENSG00000108528	SLC25A11	Known mitochondrial	Da
3082	Q02978	ENSG00000108528	SLC25A11	Known mitochondrial	Da
3083	Q03393	ENSG00000150787	PTS	Predicted mitochondrial	Da
3084	Q04837	ENSG00000106028	SSBP1	Known mitochondrial	Da
3085	Q05823	ENSG00000135828	RNASEL	Known mitochondrial	Da
3086	Q05823	ENSG00000135828	RNASEL	Known mitochondrial	Da
3087	Q05932	ENSG00000136877	FPGS	Known mitochondrial	Da
3088	Q05932	ENSG00000136877	FPGS	Known mitochondrial	Da
3089	Q05932	ENSG00000136877	FPGS	Known mitochondrial	Da
3090	Q05932	ENSG00000136877	FPGS	Known mitochondrial	Da
3092	Q06055	ENSG00000135390	ATP5G2	Known mitochondrial	Da
3093	Q06055	ENSG00000135390	ATP5G2	Known mitochondrial	Da
3094	Q06055	ENSG00000135390	ATP5G2	Known mitochondrial	Da
3095	Q06124	ENSG00000179295	PTPN11	Known mitochondrial	Da
3096	Q06124	ENSG00000179295	PTPN11	Known mitochondrial	Da
3097	Q06124	ENSG00000179295	PTPN11	Known mitochondrial	Da
3098	Q06609	ENSG00000051180	RAD51	Known mitochondrial	Da
3099	Q06609	ENSG00000051180	RAD51	Known mitochondrial	Da
3100	Q06609	ENSG00000051180	RAD51	Known mitochondrial	Da
3101	Q06609	ENSG00000051180	RAD51	Known mitochondrial	Da
3102	Q06830	ENSG00000117450	PRDX1	Predicted mitochondrial	Da
3103	Q07021	ENSG00000108561	C1QBP	Known mitochondrial	Da
3104	Q07812	ENSG00000087088	BAX	Known mitochondrial	Da
3105	Q07812	ENSG00000087088	BAX	Known mitochondrial	Da
3106	Q07812	ENSG00000087088	BAX	Known mitochondrial	Da
3107	Q07812	ENSG00000087088	BAX	Known mitochondrial	Da
3108	Q07812	ENSG00000087088	BAX	Known mitochondrial	Da
3109	Q07812	ENSG00000087088	BAX	Known mitochondrial	Da
3110	Q07812	ENSG00000087088	BAX	Known mitochondrial	Da
3111	Q07812	ENSG00000087088	BAX	Known mitochondrial	Da
3112	Q07817	ENSG00000171552	BCL2L1	Known mitochondrial	Da
3113	Q07817	ENSG00000171552	BCL2L1	Known mitochondrial	Da
3114	Q07817	ENSG00000171552	BCL2L1	Known mitochondrial	Da
3115	Q07820	ENSG00000143384	MCL1	Predicted mitochondrial	Da
3116	Q07820	ENSG00000143384	MCL1	Predicted mitochondrial	Da
3117	Q07973	ENSG00000019186	CYP24A1	Known mitochondrial	Da
3118	Q07973	ENSG00000019186	CYP24A1	Known mitochondrial	Da
3119	Q07973	ENSG00000019186	CYP24A1	Known mitochondrial	Da
3120	Q08257	ENSG00000116791	CRYZ	Known mitochondrial	Da
3121	Q08257	ENSG00000116791	CRYZ	Known mitochondrial	Da
3122	Q08257	ENSG00000116791	CRYZ	Known mitochondrial	Da
3123	Q08AH1	ENSG00000166743	ACSM1	Known mitochondrial	Da
3124	Q08AH1	ENSG00000166743	ACSM1	Known mitochondrial	Da
3127	Q09013	ENSG00000104936	DMPK	Known mitochondrial	Da
3128	Q09013	ENSG00000104936	DMPK	Known mitochondrial	Da
3129	Q09013	ENSG00000104936	DMPK	Known mitochondrial	Da
3130	Q09013	ENSG00000104936	DMPK	Known mitochondrial	Da
3131	Q09013	ENSG00000104936	DMPK	Known mitochondrial	Da
3132	Q09013	ENSG00000104936	DMPK	Known mitochondrial	Da
3133	Q09013	ENSG00000104936	DMPK	Known mitochondrial	Da
3134	Q09013	ENSG00000104936	DMPK	Known mitochondrial	Da
3135	Q09013	ENSG00000104936	DMPK	Known mitochondrial	Da
3136	Q09013	ENSG00000104936	DMPK	Known mitochondrial	Da
3137	Q09013	ENSG00000104936	DMPK	Known mitochondrial	Da
3138	Q09013	ENSG00000104936	DMPK	Known mitochondrial	Da
3139	Q10713	ENSG00000165688	PMPCA	Known mitochondrial	Da
3140	Q10713	ENSG00000165688	PMPCA	Known mitochondrial	Da
3141	Q12791	ENSG00000156113	KCNMA1	Known mitochondrial	Da
3142	Q12791	ENSG00000156113	KCNMA1	Known mitochondrial	Da
3143	Q12791	ENSG00000156113	KCNMA1	Known mitochondrial	Da
3144	Q12791	ENSG00000156113	KCNMA1	Known mitochondrial	Da
3145	Q12791	ENSG00000156113	KCNMA1	Known mitochondrial	Da
3146	Q12791	ENSG00000156113	KCNMA1	Known mitochondrial	Da
3147	Q12791	ENSG00000156113	KCNMA1	Known mitochondrial	Da
3148	Q12849	ENSG00000132463	GRSF1	Known mitochondrial	Da
3149	Q12849	ENSG00000132463	GRSF1	Known mitochondrial	Da
3150	Q12887	ENSG00000006695	COX10	Known mitochondrial	Da
3151	Q12887	ENSG00000006695	COX10	Known mitochondrial	Da
3152	Q12931	ENSG00000126602	TRAP1	Known mitochondrial	Da
3153	Q12931	ENSG00000126602	TRAP1	Known mitochondrial	Da
3154	Q12981	ENSG00000113734	BNIP1	Known mitochondrial	Da
3155	Q12981	ENSG00000113734	BNIP1	Known mitochondrial	Da
3156	Q12981	ENSG00000113734	BNIP1	Known mitochondrial	Da
3157	Q12981	ENSG00000113734	BNIP1	Known mitochondrial	Da
3158	Q12983	ENSG00000176171	BNIP3	Known mitochondrial	Da
3159	Q13011	ENSG00000104823	ECH1	Known mitochondrial	Da
3160	Q13057	ENSG00000068120	COASY	Known mitochondrial	Da
3161	Q13057	ENSG00000068120	COASY	Known mitochondrial	Da
3162	Q13084	ENSG00000086504	MRPL28	Known mitochondrial	Da
3163	Q13162	ENSG00000123131	PRDX4	Known mitochondrial	Da
3164	Q13232	ENSG00000103024	NME3	Predicted mitochondrial	Da
3165	Q13268	ENSG00000100867	DHRS2	Known mitochondrial	Da
3166	Q13268	ENSG00000100867	DHRS2	Known mitochondrial	Da
3167	Q13405	ENSG00000149792	MRPL49	Known mitochondrial	Da
3168	Q13423	ENSG00000112992	NNT	Known mitochondrial	Da
3169	Q13454	ENSG00000104723	TUSC3	Predicted mitochondrial	Da
3170	Q13454	ENSG00000104723	TUSC3	Predicted mitochondrial	Da
3171	Q13472	ENSG00000177302	TOP3A	Known mitochondrial	Da
3172	Q13472	ENSG00000177302	TOP3A	Known mitochondrial	Da
3173	Q13472	ENSG00000177302	TOP3A	Known mitochondrial	Da
3174	Q13488	ENSG00000110719	TCIRG1	Predicted mitochondrial	Da
3175	Q13488	ENSG00000110719	TCIRG1	Predicted mitochondrial	Da
3176	Q13505	ENSG00000173171	MTX1	Known mitochondrial	Da
3177	Q13505	ENSG00000173171	MTX1	Known mitochondrial	Da
3178	Q13505	ENSG00000173171	MTX1	Known mitochondrial	Da
3179	Q13509	ENSG00000258947	TUBB3	Known mitochondrial	Da
3180	Q13509	ENSG00000258947	TUBB3	Known mitochondrial	Da
3181	Q13510	ENSG00000104763	ASAH1	Predicted mitochondrial	Da
3182	Q13510	ENSG00000104763	ASAH1	Predicted mitochondrial	Da
3183	Q13510	ENSG00000104763	ASAH1	Predicted mitochondrial	Da
3185	Q13637	ENSG00000118508	RAB32	Known mitochondrial	Da
3186	Q13642	ENSG00000022267	FHL1	Known mitochondrial	Da
3187	Q13642	ENSG00000022267	FHL1	Known mitochondrial	Da
3188	Q13642	ENSG00000022267	FHL1	Known mitochondrial	Da
3189	Q13642	ENSG00000022267	FHL1	Known mitochondrial	Da
3190	Q13642	ENSG00000022267	FHL1	Known mitochondrial	Da
3191	Q13686	ENSG00000100601	ALKBH1	Known mitochondrial	Da
3192	Q13724	ENSG00000115275	MOGS	Predicted mitochondrial	Da
3193	Q13724	ENSG00000115275	MOGS	Predicted mitochondrial	Da
3194	Q13794	ENSG00000141682	PMAIP1	Known mitochondrial	Da
3195	Q13794	ENSG00000141682	PMAIP1	Known mitochondrial	Da
3196	Q13825	ENSG00000148090	AUH	Known mitochondrial	Da
3197	Q13825	ENSG00000148090	AUH	Known mitochondrial	Da
3202	Q14061	ENSG00000138495	COX17	Known mitochondrial	Da
3203	Q14154	ENSG00000081791	KIAA0141	Known mitochondrial	Da
3204	Q14165	ENSG00000110917	MLEC	Predicted mitochondrial	Da
3205	Q14197	ENSG00000167862	MRPL58	Known mitochondrial	Da
3207	Q14257	ENSG00000117906	RCN2	Known mitochondrial	Da
3208	Q14257	ENSG00000117906	RCN2	Known mitochondrial	Da
3213	Q14318	ENSG00000105701	FKBP8	Known mitochondrial	Da
3214	Q14318	ENSG00000105701	FKBP8	Known mitochondrial	Da
3215	Q14318	ENSG00000105701	FKBP8	Known mitochondrial	Da
3216	Q14410	ENSG00000196475	GK2	Predicted mitochondrial	Da
3217	Q14596	ENSG00000188554	NBR1	Known mitochondrial	Da
3218	Q14596	ENSG00000188554	NBR1	Known mitochondrial	Da
3219	Q14654	ENSG00000187486	KCNJ11	Known mitochondrial	Da
3220	Q14654	ENSG00000187486	KCNJ11	Known mitochondrial	Da
3224	Q14CZ7	ENSG00000124279	FASTKD3	Known mitochondrial	Da
3225	Q15005	ENSG00000118363	SPCS2	Predicted mitochondrial	Da
3226	Q15006	ENSG00000104412	EMC2	Predicted mitochondrial	Da
3227	Q15031	ENSG00000011376	LARS2	Known mitochondrial	Da
3228	Q15046	ENSG00000065427	KARS	Known mitochondrial	Da
3229	Q15046	ENSG00000065427	KARS	Known mitochondrial	Da
3230	Q15070	ENSG00000155463	OXA1L	Known mitochondrial	Da
3231	Q15070	ENSG00000155463	OXA1L	Known mitochondrial	Da
3232	Q15070	ENSG00000155463	OXA1L	Known mitochondrial	Da
3233	Q15118	ENSG00000152256	PDK1	Known mitochondrial	Da
3234	Q15118	ENSG00000152256	PDK1	Known mitochondrial	Da
3235	Q15119	ENSG00000005882	PDK2	Known mitochondrial	Da
3236	Q15119	ENSG00000005882	PDK2	Known mitochondrial	Da
3237	Q15120	ENSG00000067992	PDK3	Known mitochondrial	Da
3238	Q15120	ENSG00000067992	PDK3	Known mitochondrial	Da
3239	Q15286	ENSG00000111737	RAB35	Known mitochondrial	Da
3240	Q15286	ENSG00000111737	RAB35	Known mitochondrial	Da
3241	Q15388	ENSG00000173726	TOMM20	Known mitochondrial	Da
3242	Q15390	ENSG00000066855	MTFR1	Known mitochondrial	Da
3243	Q15390	ENSG00000066855	MTFR1	Known mitochondrial	Da
3244	Q15526	ENSG00000148290	SURF1	Known mitochondrial	Da
3245	Q15526	ENSG00000148290	SURF1	Known mitochondrial	Da
3246	Q15759	ENSG00000185386	MAPK11	Predicted mitochondrial	Da
3247	Q15759	ENSG00000185386	MAPK11	Predicted mitochondrial	Da
3248	Q15785	ENSG00000025772	TOMM34	Known mitochondrial	Da
3249	Q15907	ENSG00000185236	RAB11B	Predicted mitochondrial	Da
3250	Q15907	ENSG00000185236	RAB11B	Predicted mitochondrial	Da
3251	Q16134	ENSG00000171503	ETFDH	Known mitochondrial	Da
3252	Q16134	ENSG00000171503	ETFDH	Known mitochondrial	Da
3254	Q16540	ENSG00000214026	MRPL23	Known mitochondrial	Da
3256	Q16595	ENSG00000165060	FXN	Known mitochondrial	Da
3257	Q16595	ENSG00000165060	FXN	Known mitochondrial	Da
3258	Q16595	ENSG00000165060	FXN	Known mitochondrial	Da
3259	Q16611	ENSG00000030110	BAK1	Known mitochondrial	Da
3260	Q16611	ENSG00000030110	BAK1	Known mitochondrial	Da
3261	Q16635	ENSG00000102125	TAZ	Known mitochondrial	Da
3262	Q16635	ENSG00000102125	TAZ	Known mitochondrial	Da
3263	Q16635	ENSG00000102125	TAZ	Known mitochondrial	Da
3264	Q16635	ENSG00000102125	TAZ	Known mitochondrial	Da
3265	Q16635	ENSG00000102125	TAZ	Known mitochondrial	Da
3266	Q16635	ENSG00000102125	TAZ	Known mitochondrial	Da
3267	Q16635	ENSG00000102125	TAZ	Known mitochondrial	Da
3268	Q16635	ENSG00000102125	TAZ	Known mitochondrial	Da
3269	Q16635	ENSG00000102125	TAZ	Known mitochondrial	Da
