Protein	Gene.ID	Gene	Status	CAFA
749	E5RFL3	ENSG00000164933	SLC25A32	Known mitochondrial	NA
750	E5RFN2	ENSG00000170791	CHCHD7	Predicted mitochondrial	NA
751	E5RFP6	ENSG00000078668	VDAC3	Known mitochondrial	NA
752	E5RFT6	ENSG00000120992	LYPLA1	Predicted mitochondrial	NA
753	E5RFT8	ENSG00000147586	MRPS28	Known mitochondrial	NA
754	E5RFZ4	ENSG00000147471	PLPBP	Known mitochondrial	NA
755	E5RFZ6	ENSG00000133943	C14orf159	Known mitochondrial	NA
756	E5RG01	ENSG00000147679	UTP23	Predicted mitochondrial	NA
757	E5RG38	ENSG00000083099	LYRM2	Known mitochondrial	NA
758	E5RG50	ENSG00000132837	DMGDH	Known mitochondrial	NA
759	E5RGD1	ENSG00000118492	ADGB	Predicted mitochondrial	NA
760	E5RGI2	ENSG00000104381	GDAP1	Known mitochondrial	NA
761	E5RGI4	ENSG00000132837	DMGDH	Known mitochondrial	NA
762	E5RGK5	ENSG00000164933	SLC25A32	Known mitochondrial	NA
763	E5RGN4	ENSG00000250479	CHCHD10	Known mitochondrial	NA
764	E5RGN8	ENSG00000133943	C14orf159	Known mitochondrial	NA
765	E5RGP4	ENSG00000188343	FAM92A	Predicted mitochondrial	NA
766	E5RGP9	ENSG00000133943	C14orf159	Known mitochondrial	NA
767	E5RGR2	ENSG00000184428	TOP1MT	Known mitochondrial	NA
768	E5RGS6	ENSG00000104325	DECR1	Known mitochondrial	NA
769	E5RGT9	ENSG00000164933	SLC25A32	Known mitochondrial	NA
770	E5RH03	ENSG00000250479	CHCHD10	Known mitochondrial	NA
771	E5RH13	ENSG00000147679	UTP23	Predicted mitochondrial	NA
772	E5RH21	ENSG00000155189	AGPAT5	Known mitochondrial	NA
773	E5RH51	ENSG00000163866	SMIM12	Predicted mitochondrial	NA
774	E5RH53	ENSG00000176623	RMDN1	Known mitochondrial	NA
775	E5RH77	ENSG00000164587	RPS14	Predicted mitochondrial	NA
776	E5RH91	ENSG00000250317	SMIM20	Predicted mitochondrial	NA
777	E5RHE1	ENSG00000078668	VDAC3	Known mitochondrial	NA
778	E5RHG9	ENSG00000156467	UQCRB	Known mitochondrial	NA
779	E5RHK0	ENSG00000188343	FAM92A	Predicted mitochondrial	NA
780	E5RHK8	ENSG00000197959	DNM3	Predicted mitochondrial	NA
781	E5RHM5	ENSG00000170791	CHCHD7	Predicted mitochondrial	NA
782	E5RHP0	ENSG00000239672	NME1	Predicted mitochondrial	NA
783	E5RHR1	ENSG00000104325	DECR1	Known mitochondrial	NA
784	E5RHU2	ENSG00000049883	PTCD2	Known mitochondrial	NA
785	E5RI05	ENSG00000197043	ANXA6	Predicted mitochondrial	NA
786	E5RIA9	ENSG00000175806	MSRA	Known mitochondrial	NA
787	E5RIB6	ENSG00000066855	MTFR1	Known mitochondrial	NA
788	E5RIC4	ENSG00000147679	UTP23	Predicted mitochondrial	NA
789	E5RID6	ENSG00000104325	DECR1	Known mitochondrial	NA
790	E5RII1	ENSG00000170791	CHCHD7	Predicted mitochondrial	NA
791	E5RIK9	ENSG00000156469	MTERF3	Known mitochondrial	NA
792	E5RIM0	ENSG00000147679	UTP23	Predicted mitochondrial	NA
793	E5RIM8	ENSG00000118492	ADGB	Predicted mitochondrial	NA
794	E5RIN2	ENSG00000197226	TBC1D9B	Predicted mitochondrial	NA
795	E5RIP8	ENSG00000132541	RIDA	Known mitochondrial	NA
796	E5RIQ8	ENSG00000113272	THG1L	Known mitochondrial	NA
797	E5RIT7	ENSG00000156467	UQCRB	Known mitochondrial	NA
798	E5RIU8	ENSG00000197043	ANXA6	Predicted mitochondrial	NA
799	E5RIY4	ENSG00000156469	MTERF3	Known mitochondrial	NA
800	E5RJ15	ENSG00000170791	CHCHD7	Predicted mitochondrial	NA
801	E5RJ73	ENSG00000113048	MRPS27	Known mitochondrial	NA
802	E5RJC7	ENSG00000176623	RMDN1	Known mitochondrial	NA
803	E5RJH3	ENSG00000156482	RPL30	Predicted mitochondrial	NA
804	E5RJK7	ENSG00000083099	LYRM2	Known mitochondrial	NA
805	E5RJL7	ENSG00000133943	C14orf159	Known mitochondrial	NA
806	E5RJN4	ENSG00000165046	LETM2	Known mitochondrial	NA
807	E5RJP3	ENSG00000106346	USP42	Predicted mitochondrial	NA
808	E5RJV0	ENSG00000176623	RMDN1	Known mitochondrial	NA
809	E5RJZ1	ENSG00000115944	COX7A2L	Known mitochondrial	NA
810	E5RK15	ENSG00000132837	DMGDH	Known mitochondrial	NA
811	E5RK40	ENSG00000165046	LETM2	Known mitochondrial	NA
812	E5RK69	ENSG00000197043	ANXA6	Predicted mitochondrial	NA
813	E7EMC6	ENSG00000197043	ANXA6	Predicted mitochondrial	NA
814	E7EMD0	ENSG00000127948	POR	Predicted mitochondrial	NA
815	E7EMD6	ENSG00000108599	AKAP10	Known mitochondrial	NA
816	E7EMM4	ENSG00000104763	ASAH1	Predicted mitochondrial	NA
817	E7EMT5	ENSG00000140465	CYP1A1	Known mitochondrial	NA
818	E7EN53	ENSG00000167107	ACSF2	Known mitochondrial	NA
819	E7ENC1	ENSG00000114054	PCCB	Known mitochondrial	NA
820	E7EPM6	ENSG00000151726	ACSL1	Known mitochondrial	NA
821	E7EPM7	ENSG00000173085	COQ2	Known mitochondrial	NA
822	E7EPP8	ENSG00000140459	CYP11A1	Known mitochondrial	NA
823	E7EPS5	ENSG00000183747	ACSM2A	Known mitochondrial	NA
824	E7EPT4	ENSG00000178127	NDUFV2	Known mitochondrial	NA
825	E7EPU7	ENSG00000159199	ATP5G1	Known mitochondrial	NA
826	E7EPV7	ENSG00000145335	SNCA	Known mitochondrial	NA
827	E7EPW2	ENSG00000131368	MRPS25	Known mitochondrial	NA
828	E7EQ97	ENSG00000159199	ATP5G1	Known mitochondrial	NA
829	E7EQB8	ENSG00000067829	IDH3G	Known mitochondrial	NA
830	E7EQL6	ENSG00000100033	PRODH	Known mitochondrial	NA
831	E7EQY1	ENSG00000035141	FAM136A	Known mitochondrial	NA
832	E7ERA2	ENSG00000174748	RPL15	Predicted mitochondrial	NA
833	E7ERD7	ENSG00000164398	ACSL6	Predicted mitochondrial	NA
834	E7ERL0	ENSG00000239672	NME1	Predicted mitochondrial	NA
835	E7ES64	ENSG00000138101	DTNB	Predicted mitochondrial	NA
836	E7ES96	ENSG00000080815	PSEN1	Known mitochondrial	NA
837	E7ESL0	ENSG00000082515	MRPL22	Known mitochondrial	NA
838	E7ESZ7	ENSG00000130414	NDUFA10	Known mitochondrial	NA
839	E7ET55	ENSG00000123191	ATP7B	Known mitochondrial	NA
840	E7ETE0	ENSG00000123600	METTL8	Known mitochondrial	NA
841	E7ETT1	ENSG00000114054	PCCB	Known mitochondrial	NA
842	E7ETT4	ENSG00000114054	PCCB	Known mitochondrial	NA
843	E7ETU7	ENSG00000114686	MRPL3	Known mitochondrial	NA
844	E7ETY0	ENSG00000167755	KLK6	Known mitochondrial	NA
845	E7EUF7	ENSG00000068615	REEP1	Known mitochondrial	NA
846	E7EUN9	ENSG00000167264	DUS2	Predicted mitochondrial	NA
847	E7EUT5	ENSG00000111640	GAPDH	Predicted mitochondrial	NA
848	E7EUU8	ENSG00000093010	COMT	Predicted mitochondrial	NA
849	E7EUY3	ENSG00000114054	PCCB	Known mitochondrial	NA
850	E7EUY4	ENSG00000137074	APTX	Known mitochondrial	NA
851	E7EVB6	ENSG00000138101	DTNB	Predicted mitochondrial	NA
852	E7EVB7	ENSG00000137074	APTX	Known mitochondrial	NA
853	E7EVK2	ENSG00000148824	MTG1	Known mitochondrial	NA
854	E7EVV3	ENSG00000163071	SPATA18	Known mitochondrial	NA
855	E7EVY0	ENSG00000155463	OXA1L	Known mitochondrial	NA
856	E7EVY2	ENSG00000164209	SLC25A46	Known mitochondrial	NA
857	E7EW93	ENSG00000122085	MTERF4	Known mitochondrial	NA
858	E7EWH9	ENSG00000036448	MYOM2	Predicted mitochondrial	NA
859	E7EWI1	ENSG00000135297	MTO1	Known mitochondrial	NA
860	E7EWK1	ENSG00000184470	TXNRD2	Known mitochondrial	NA
861	E7EWP0	ENSG00000136521	NDUFB5	Known mitochondrial	NA
862	E7EWU0	ENSG00000127948	POR	Predicted mitochondrial	NA
863	E7EWX0	ENSG00000135297	MTO1	Known mitochondrial	NA
864	E7EWZ0	ENSG00000147684	NDUFB9	Known mitochondrial	NA
865	E7EWZ7	ENSG00000176623	RMDN1	Known mitochondrial	NA
866	E7EX18	ENSG00000115204	MPV17	Known mitochondrial	NA
867	E7EX59	ENSG00000114054	PCCB	Known mitochondrial	NA
868	E9PAR0	ENSG00000134285	FKBP11	Predicted mitochondrial	NA
869	E9PB90	ENSG00000159399	HK2	Predicted mitochondrial	NA
870	E9PBI2	ENSG00000171132	PRKCE	Known mitochondrial	NA
871	E9PBK7	ENSG00000102882	MAPK3	Predicted mitochondrial	NA
872	E9PBM9	ENSG00000188611	ASAH2	Known mitochondrial	NA
873	E9PBU1	ENSG00000028116	VRK2	Known mitochondrial	NA
874	E9PBZ9	ENSG00000170917	NUDT6	Known mitochondrial	NA
875	E9PC15	ENSG00000006530	AGK	Known mitochondrial	NA
876	E9PC85	ENSG00000188906	LRRK2	Known mitochondrial	NA
877	E9PCB6	ENSG00000123213	NLN	Known mitochondrial	NA
878	E9PCG9	ENSG00000161267	BDH1	Known mitochondrial	NA
879	E9PCR7	ENSG00000105953	OGDH	Known mitochondrial	NA
880	E9PCX2	ENSG00000085662	AKR1B1	Predicted mitochondrial	NA
881	E9PCX7	ENSG00000112992	NNT	Known mitochondrial	NA
882	E9PD14	ENSG00000204628	RACK1	Predicted mitochondrial	NA
883	E9PDD6	ENSG00000099968	BCL2L13	Predicted mitochondrial	NA
884	E9PDF2	ENSG00000105953	OGDH	Known mitochondrial	NA
885	E9PDG3	ENSG00000167716	WDR81	Known mitochondrial	NA
886	E9PDJ4	ENSG00000107099	DOCK8	Predicted mitochondrial	NA
887	E9PDK4	ENSG00000115159	GPD2	Known mitochondrial	NA
888	E9PDQ8	ENSG00000172340	SUCLG2	Known mitochondrial	NA
889	E9PDR0	ENSG00000114054	PCCB	Known mitochondrial	NA
890	E9PDW2	ENSG00000083720	OXCT1	Known mitochondrial	NA
891	E9PE63	ENSG00000164038	SLC9B2	Known mitochondrial	NA
892	E9PE82	ENSG00000122971	ACADS	Known mitochondrial	NA
893	E9PE95	ENSG00000186281	GPAT2	Known mitochondrial	NA
894	E9PEC3	ENSG00000114054	PCCB	Known mitochondrial	NA
895	E9PEF1	ENSG00000186642	PDE2A	Known mitochondrial	NA
896	E9PEF9	ENSG00000085662	AKR1B1	Predicted mitochondrial	NA
897	E9PEJ4	ENSG00000150768	DLAT	Known mitochondrial	NA
898	E9PEX6	ENSG00000091140	DLD	Known mitochondrial	NA
899	E9PEY4	ENSG00000138101	DTNB	Predicted mitochondrial	NA
900	E9PF16	ENSG00000167107	ACSF2	Known mitochondrial	NA
901	E9PF18	ENSG00000138796	HADH	Known mitochondrial	NA
902	E9PF46	ENSG00000170634	ACYP2	Predicted mitochondrial	NA
903	E9PF49	ENSG00000147684	NDUFB9	Known mitochondrial	NA
904	E9PFG7	ENSG00000105953	OGDH	Known mitochondrial	NA
905	E9PFN5	ENSG00000197448	GSTK1	Known mitochondrial	NA
906	E9PFW3	ENSG00000161203	AP2M1	Predicted mitochondrial	NA
907	E9PG39	ENSG00000006530	AGK	Known mitochondrial	NA
908	E9PGN6	ENSG00000122687	MRM2	Known mitochondrial	NA
909	E9PGQ0	ENSG00000160785	SLC25A44	Known mitochondrial	NA
910	E9PH05	ENSG00000114023	FAM162A	Known mitochondrial	NA
911	E9PH64	ENSG00000147684	NDUFB9	Known mitochondrial	NA
912	E9PHF7	ENSG00000078070	MCCC1	Known mitochondrial	NA
913	E9PHM2	ENSG00000011376	LARS2	Known mitochondrial	NA
914	E9PHR8	ENSG00000135297	MTO1	Known mitochondrial	NA
915	E9PHZ4	ENSG00000107099	DOCK8	Predicted mitochondrial	NA
916	E9PI11	ENSG00000132781	MUTYH	Predicted mitochondrial	NA
917	E9PI54	ENSG00000051180	RAD51	Known mitochondrial	NA
918	E9PI66	ENSG00000108384	RAD51C	Known mitochondrial	NA
919	E9PI68	ENSG00000118363	SPCS2	Predicted mitochondrial	NA
920	E9PI78	ENSG00000149792	MRPL49	Known mitochondrial	NA
921	E9PI90	ENSG00000171202	TMEM126A	Known mitochondrial	NA
922	E9PI95	ENSG00000086991	NOX4	Known mitochondrial	NA
923	E9PIC2	ENSG00000136874	STX17	Known mitochondrial	NA
924	E9PIF9	ENSG00000117640	MTFR1L	Known mitochondrial	NA
925	E9PIH8	ENSG00000171202	TMEM126A	Known mitochondrial	NA
926	E9PIQ7	ENSG00000143575	HAX1	Known mitochondrial	NA
927	E9PIR3	ENSG00000150779	TIMM8B	Known mitochondrial	NA
928	E9PIS4	ENSG00000101473	ACOT8	Predicted mitochondrial	NA
929	E9PIT6	ENSG00000142082	SIRT3	Known mitochondrial	NA
930	E9PIU8	ENSG00000093144	ECHDC1	Known mitochondrial	NA
931	E9PIW5	ENSG00000132781	MUTYH	Predicted mitochondrial	NA
932	E9PIX8	ENSG00000117054	ACADM	Known mitochondrial	NA
933	E9PIZ8	ENSG00000166136	NDUFB8	Known mitochondrial	NA
934	E9PJ15	ENSG00000162241	SLC25A45	Known mitochondrial	NA
935	E9PJ20	ENSG00000173137	ADCK5	Predicted mitochondrial	NA
936	E9PJ30	ENSG00000051180	RAD51	Known mitochondrial	NA
937	E9PJ70	ENSG00000175806	MSRA	Known mitochondrial	NA
938	E9PJE7	ENSG00000213619	NDUFS3	Known mitochondrial	NA
939	E9PJF0	ENSG00000102882	MAPK3	Predicted mitochondrial	NA
940	E9PJH4	ENSG00000149273	RPS3	Known mitochondrial	NA
941	E9PJM0	ENSG00000150787	PTS	Predicted mitochondrial	NA
942	E9PJM9	ENSG00000117054	ACADM	Known mitochondrial	NA
943	E9PJN0	ENSG00000101473	ACOT8	Predicted mitochondrial	NA
944	E9PJP7	ENSG00000117640	MTFR1L	Known mitochondrial	NA
945	E9PJQ3	ENSG00000162241	SLC25A45	Known mitochondrial	NA
946	E9PJQ6	ENSG00000171204	TMEM126B	Known mitochondrial	NA
947	E9PJS6	ENSG00000142082	SIRT3	Known mitochondrial	NA
948	E9PJV6	ENSG00000136874	STX17	Known mitochondrial	NA
949	E9PJW1	ENSG00000136874	STX17	Known mitochondrial	NA
950	E9PJW2	ENSG00000162241	SLC25A45	Known mitochondrial	NA
951	E9PJW6	ENSG00000172500	FIBP	Known mitochondrial	NA
952	E9PJY0	ENSG00000177542	SLC25A22	Known mitochondrial	NA
953	E9PJY7	ENSG00000110717	NDUFS8	Known mitochondrial	NA
954	E9PK03	ENSG00000173992	CCS	Known mitochondrial	NA
955	E9PK39	ENSG00000154237	LRRK1	Predicted mitochondrial	NA
956	E9PK45	ENSG00000167996	FTH1	Predicted mitochondrial	NA
957	E9PK73	ENSG00000204370	SDHD	Known mitochondrial	NA
958	E9PK80	ENSG00000142082	SIRT3	Known mitochondrial	NA
959	E9PKC7	ENSG00000150768	DLAT	Known mitochondrial	NA
960	E9PKE3	ENSG00000109971	HSPA8	Predicted mitochondrial	NA
961	E9PKG6	ENSG00000070081	NUCB2	Known mitochondrial	NA
962	E9PKI5	ENSG00000122203	KIAA1191	Predicted mitochondrial	NA
963	E9PKM5	ENSG00000167996	FTH1	Predicted mitochondrial	NA
964	E9PKM9	ENSG00000132781	MUTYH	Predicted mitochondrial	NA
965	E9PKP9	ENSG00000151498	ACAD8	Known mitochondrial	NA
966	E9PKQ5	ENSG00000137500	CCDC90B	Known mitochondrial	NA
967	E9PKY8	ENSG00000150787	PTS	Predicted mitochondrial	NA
968	E9PKZ7	ENSG00000171204	TMEM126B	Known mitochondrial	NA
969	E9PKZ9	ENSG00000171204	TMEM126B	Known mitochondrial	NA
970	E9PL01	ENSG00000118363	SPCS2	Predicted mitochondrial	NA
971	E9PL09	ENSG00000149273	RPS3	Known mitochondrial	NA
972	E9PL81	ENSG00000101166	PRELID3B	Predicted mitochondrial	NA
973	E9PLD1	ENSG00000116171	SCP2	Known mitochondrial	NA
974	E9PLD2	ENSG00000117640	MTFR1L	Known mitochondrial	NA
975	E9PLF3	ENSG00000173137	ADCK5	Predicted mitochondrial	NA
976	E9PLJ7	ENSG00000159445	THEM4	Known mitochondrial	NA
977	E9PLN7	ENSG00000117054	ACADM	Known mitochondrial	NA
978	E9PLR1	ENSG00000213593	TMX2	Predicted mitochondrial	NA
979	E9PLS3	ENSG00000151498	ACAD8	Known mitochondrial	NA
980	E9PLT4	ENSG00000132781	MUTYH	Predicted mitochondrial	NA
981	E9PLW2	ENSG00000164830	OXR1	Known mitochondrial	NA
982	E9PM14	ENSG00000151366	NDUFC2	Known mitochondrial	NA
983	E9PM53	ENSG00000132781	MUTYH	Predicted mitochondrial	NA
984	E9PM75	ENSG00000142082	SIRT3	Known mitochondrial	NA
985	E9PMA0	ENSG00000156709	AIFM1	Known mitochondrial	NA
986	E9PMA4	ENSG00000165046	LETM2	Known mitochondrial	NA
987	E9PMC4	ENSG00000101473	ACOT8	Predicted mitochondrial	NA
988	E9PMC5	ENSG00000110719	TCIRG1	Predicted mitochondrial	NA
989	E9PME9	ENSG00000166340	TPP1	Predicted mitochondrial	NA
990	E9PMF0	ENSG00000162241	SLC25A45	Known mitochondrial	NA
991	E9PMH1	ENSG00000132781	MUTYH	Predicted mitochondrial	NA
992	E9PMK9	ENSG00000154237	LRRK1	Predicted mitochondrial	NA
993	E9PML5	ENSG00000110717	NDUFS8	Known mitochondrial	NA
994	E9PMQ7	ENSG00000137500	CCDC90B	Known mitochondrial	NA
995	E9PMQ8	ENSG00000156709	AIFM1	Known mitochondrial	NA
996	E9PN17	ENSG00000167283	ATP5L	Known mitochondrial	NA
997	E9PN35	ENSG00000166199	ALKBH3	Predicted mitochondrial	NA
998	E9PN58	ENSG00000142082	SIRT3	Known mitochondrial	NA
999	E9PNE6	ENSG00000109971	HSPA8	Predicted mitochondrial	NA
1000	E9PNF1	ENSG00000149792	MRPL49	Known mitochondrial	NA
1001	E9PNI8	ENSG00000137500	CCDC90B	Known mitochondrial	NA
1002	E9PNK9	ENSG00000110074	FOXRED1	Known mitochondrial	NA
1003	E9PNL1	ENSG00000105135	ILVBL	Predicted mitochondrial	NA
1004	E9PNN3	ENSG00000150787	PTS	Predicted mitochondrial	NA
1005	E9PNY0	ENSG00000132781	MUTYH	Predicted mitochondrial	NA
1006	E9PP30	ENSG00000132781	MUTYH	Predicted mitochondrial	NA
1007	E9PP36	ENSG00000161016	RPL8	Predicted mitochondrial	NA
1008	E9PP78	ENSG00000110074	FOXRED1	Known mitochondrial	NA
1009	E9PPA4	ENSG00000166340	TPP1	Predicted mitochondrial	NA
1010	E9PPE0	ENSG00000167792	NDUFV1	Known mitochondrial	NA
1011	E9PPG7	ENSG00000093144	ECHDC1	Known mitochondrial	NA
1012	E9PPJ7	ENSG00000137500	CCDC90B	Known mitochondrial	NA
1013	E9PPP2	ENSG00000086991	NOX4	Known mitochondrial	NA
1014	E9PPP9	ENSG00000197580	BCO2	Known mitochondrial	NA
1015	E9PPU1	ENSG00000149273	RPS3	Known mitochondrial	NA
1016	E9PPW6	ENSG00000168958	MFF	Known mitochondrial	NA
1017	E9PPX6	ENSG00000123472	ATPAF1	Known mitochondrial	NA
1018	E9PQ96	ENSG00000149273	RPS3	Known mitochondrial	NA
1019	E9PQA8	ENSG00000117054	ACADM	Known mitochondrial	NA
1020	E9PQB6	ENSG00000174547	MRPL11	Known mitochondrial	NA
1021	E9PQM0	ENSG00000110536	PTPMT1	Known mitochondrial	NA
1022	E9PQR3	ENSG00000167996	FTH1	Predicted mitochondrial	NA
1023	E9PQT5	ENSG00000152763	WDR78	Predicted mitochondrial	NA
1024	E9PQU9	ENSG00000136874	STX17	Known mitochondrial	NA
1025	E9PQW4	ENSG00000102882	MAPK3	Predicted mitochondrial	NA
1026	E9PQX2	ENSG00000149273	RPS3	Known mitochondrial	NA
1027	E9PQX4	ENSG00000182134	TDRKH	Predicted mitochondrial	NA
1028	E9PR43	ENSG00000086991	NOX4	Known mitochondrial	NA
1029	E9PR92	ENSG00000104442	ARMC1	Predicted mitochondrial	NA
1030	E9PR99	ENSG00000148950	IMMP1L	Known mitochondrial	NA
1031	E9PRA8	ENSG00000109846	CRYAB	Predicted mitochondrial	NA
1032	E9PRB9	ENSG00000118363	SPCS2	Predicted mitochondrial	NA
1033	E9PRC2	ENSG00000137500	CCDC90B	Known mitochondrial	NA
1034	E9PRD2	ENSG00000149792	MRPL49	Known mitochondrial	NA
1035	E9PRD4	ENSG00000101473	ACOT8	Predicted mitochondrial	NA
1036	E9PRE7	ENSG00000173599	PC	Known mitochondrial	NA
1037	E9PRJ2	ENSG00000166199	ALKBH3	Predicted mitochondrial	NA
1038	E9PRJ5	ENSG00000151366	NDUFC2	Known mitochondrial	NA
1039	E9PRK5	ENSG00000117640	MTFR1L	Known mitochondrial	NA
1040	E9PRK8	ENSG00000167996	FTH1	Predicted mitochondrial	NA
1041	E9PRL5	ENSG00000213593	TMX2	Predicted mitochondrial	NA
1042	E9PRQ6	ENSG00000075239	ACAT1	Known mitochondrial	NA
1043	E9PRR0	ENSG00000156709	AIFM1	Known mitochondrial	NA
1044	E9PRX4	ENSG00000117054	ACADM	Known mitochondrial	NA
1045	E9PS48	ENSG00000213619	NDUFS3	Known mitochondrial	NA
1046	E9PS68	ENSG00000173599	PC	Known mitochondrial	NA
1047	E9PS89	ENSG00000197580	BCO2	Known mitochondrial	NA
1048	E9PSD3	ENSG00000172500	FIBP	Known mitochondrial	NA
1049	E9PSF0	ENSG00000213593	TMX2	Predicted mitochondrial	NA
1050	E9PSF4	ENSG00000149273	RPS3	Known mitochondrial	NA
1051	E9PSG6	ENSG00000137500	CCDC90B	Known mitochondrial	NA
1052	F1LLU7	ENSG00000198721	ECI2	Known mitochondrial	NA
1053	F1T0C9	ENSG00000165588	OTX2	Known mitochondrial	NA
1054	F2Z297	ENSG00000103202	NME4	Known mitochondrial	NA
1055	F2Z2A9	ENSG00000114383	TUSC2	Predicted mitochondrial	NA
1056	F2Z2B0	ENSG00000132286	TIMM10B	Known mitochondrial	NA
1057	F2Z2C3	ENSG00000099968	BCL2L13	Predicted mitochondrial	NA
1058	F2Z2C5	ENSG00000095321	CRAT	Known mitochondrial	NA
1059	F2Z2C6	ENSG00000170906	NDUFA3	Known mitochondrial	NA
1060	F2Z2D1	ENSG00000106603	COA1	Known mitochondrial	NA
1061	F2Z2D3	ENSG00000157036	EXOG	Known mitochondrial	NA
1062	F2Z2D6	ENSG00000093144	ECHDC1	Known mitochondrial	NA
1063	F2Z2E3	ENSG00000091140	DLD	Known mitochondrial	NA
1064	F2Z2E7	ENSG00000244005	NFS1	Known mitochondrial	NA
1065	F2Z2F0	ENSG00000114735	HEMK1	Predicted mitochondrial	NA
1066	F2Z2I8	ENSG00000165283	STOML2	Known mitochondrial	NA
1067	F2Z2J2	ENSG00000172113	NME6	Known mitochondrial	NA
1068	F2Z2J3	ENSG00000106603	COA1	Known mitochondrial	NA
1069	F2Z2K7	ENSG00000159111	MRPL10	Known mitochondrial	NA
1070	F2Z2L1	ENSG00000101337	TM9SF4	Predicted mitochondrial	NA
1071	F2Z2N0	ENSG00000147576	ADHFE1	Known mitochondrial	NA
1072	F2Z2P2	ENSG00000167065	DUSP18	Known mitochondrial	NA
1073	F2Z2Q0	ENSG00000160221	C21orf33	Known mitochondrial	NA
1074	F2Z2Q1	ENSG00000137274	BPHL	Predicted mitochondrial	NA
1075	F2Z2Q6	ENSG00000060971	ACAA1	Predicted mitochondrial	NA
1076	F2Z2R4	ENSG00000182150	ERCC6L2	Known mitochondrial	NA
1077	F2Z2S8	ENSG00000149273	RPS3	Known mitochondrial	NA
1078	F2Z2X0	ENSG00000103202	NME4	Known mitochondrial	NA
1079	F2Z2Z1	ENSG00000197150	ABCB8	Known mitochondrial	NA
1080	F2Z2Z7	ENSG00000078070	MCCC1	Known mitochondrial	NA
1081	F2Z2Z9	ENSG00000102024	PLS3	Predicted mitochondrial	NA
1082	F2Z316	ENSG00000196236	XPNPEP3	Known mitochondrial	NA
1083	F2Z324	ENSG00000144908	ALDH1L1	Known mitochondrial	NA
1084	F2Z340	ENSG00000100116	GCAT	Known mitochondrial	NA
1085	F2Z354	ENSG00000102743	SLC25A15	Known mitochondrial	NA
1086	F2Z361	ENSG00000120333	MRPS14	Known mitochondrial	NA
1087	F2Z385	ENSG00000173681	CXorf23	Predicted mitochondrial	NA
1088	F2Z391	ENSG00000100678	SLC8A3	Known mitochondrial	NA
1089	F2Z3A7	ENSG00000205981	DNAJC19	Known mitochondrial	NA
1090	F2Z3C0	ENSG00000170889	RPS9	Predicted mitochondrial	NA
1091	F2Z3D8	ENSG00000147576	ADHFE1	Known mitochondrial	NA
1092	F2Z3E2	ENSG00000078070	MCCC1	Known mitochondrial	NA
1093	F2Z3E5	ENSG00000147576	ADHFE1	Known mitochondrial	NA
1094	F2Z3E8	ENSG00000138363	ATIC	Predicted mitochondrial	NA
1095	F2Z3G6	ENSG00000204427	ABHD16A	Predicted mitochondrial	NA
1096	F2Z3G8	ENSG00000197150	ABCB8	Known mitochondrial	NA
1097	F2Z3H2	ENSG00000204427	ABHD16A	Predicted mitochondrial	NA
1098	F2Z3L7	ENSG00000165028	NIPSNAP3B	Predicted mitochondrial	NA
1099	F2Z3P7	ENSG00000060971	ACAA1	Predicted mitochondrial	NA
1100	F2Z3P9	ENSG00000065518	NDUFB4	Known mitochondrial	NA
1101	F2Z3Q3	ENSG00000204427	ABHD16A	Predicted mitochondrial	NA
1102	F2Z3Q4	ENSG00000075303	SLC25A40	Known mitochondrial	NA
1103	F5GWB4	ENSG00000175581	MRPL48	Known mitochondrial	NA
1104	F5GWL3	ENSG00000183747	ACSM2A	Known mitochondrial	NA
1105	F5GWX2	ENSG00000013583	HEBP1	Known mitochondrial	NA
1106	F5GWZ1	ENSG00000157326	DHRS4	Predicted mitochondrial	NA
1107	F5GX14	ENSG00000110917	MLEC	Predicted mitochondrial	NA
1108	F5GX45	ENSG00000175567	UCP2	Known mitochondrial	NA
1109	F5GX99	ENSG00000162129	CLPB	Known mitochondrial	NA
1110	F5GXG4	ENSG00000247077	PGAM5	Known mitochondrial	NA
1111	F5GXJ1	ENSG00000115286	NDUFS7	Known mitochondrial	NA
1112	F5GXZ9	ENSG00000112096	SOD2	Known mitochondrial	NA
1113	F5GY37	ENSG00000215021	PHB2	Known mitochondrial	NA
1114	F5GYA2	ENSG00000076248	UNG	Known mitochondrial	NA
1115	F5GYG5	ENSG00000076043	REXO2	Known mitochondrial	NA
1116	F5GYK7	ENSG00000115159	GPD2	Known mitochondrial	NA
1117	F5GYS3	ENSG00000002330	BAD	Known mitochondrial	NA
1118	F5GYT8	ENSG00000078070	MCCC1	Known mitochondrial	NA
1119	F5GZH8	ENSG00000175581	MRPL48	Known mitochondrial	NA
1120	F5GZQ3	ENSG00000138029	HADHB	Known mitochondrial	NA
1121	F5GZT7	ENSG00000143224	PPOX	Known mitochondrial	NA
1122	F5GZV7	ENSG00000139190	VAMP1	Known mitochondrial	NA
1123	F5H079	ENSG00000139428	MMAB	Known mitochondrial	NA
1124	F5H0C1	ENSG00000139428	MMAB	Known mitochondrial	NA
1125	F5H0C5	ENSG00000215021	PHB2	Known mitochondrial	NA
1126	F5H0J3	ENSG00000139180	NDUFA9	Known mitochondrial	NA
1127	F5H0R2	ENSG00000121310	ECHDC2	Known mitochondrial	NA
1128	F5H120	ENSG00000004478	FKBP4	Known mitochondrial	NA
